"PVWatts: Hourly PV Performance Data"
"Requested Location:","toulouse"
"Location:","MONTPELLIER, FRANCE"
"Lat (deg N):","43.58"
"Lng (deg E):","3.97"
"Elev (m):","6"
"DC System Size (kW):","7.29"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","13"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","9","14","178","432","28","5.1","603.028","39.419","3523.549","3391.324"
"7","9","15","327","295","28","5.1","564.157","38.698","3301.848","3177.47"
"7","9","16","132","309","22","1","393.73","34.917","2343.508","2250.162"
"7","9","17","76","203","24","1","233.272","31.27","1404.836","1337.345"
"7","9","18","6","107","23.3","3.1","104.668","24.879","654.386","604.333"
"7","9","19","0","41","23","1","39.344","22.665","249.367","207.531"
"7","9","20","0","2","23","3.1","1.974","21.639","12.574","0"
"7","9","21","0","0","23","2.1","0","23","0","0"
"7","9","22","0","0","22","3.1","0","22","0","0"
"7","9","23","0","0","22","3.1","0","22","0","0"
"7","10","0","0","0","22","5.1","0","22","0","0"
"7","10","1","0","0","20.9","4.4","0","20.9","0","0"
"7","10","2","0","0","19.7","3.8","0","19.7","0","0"
"7","10","3","0","0","18.6","3.1","0","18.6","0","0"
"7","10","4","0","0","18","3.1","0","18","0","0"
"7","10","5","0","10","18","3.1","9.696","16.596","63.187","24.848"
"7","10","6","94","73","20.2","4.1","80.046","20.543","475.961","429.63"
"7","10","7","318","141","23","4.1","243.206","27.075","1412.881","1345.187"
"7","10","8","524","172","24","5.1","452.731","31.946","2671.31","2567.876"
"7","10","9","694","160","26.8","5.1","659.337","39.059","3825.811","3682.485"
"7","10","10","784","155","28","4.1","829.962","45.481","4692.027","4514.307"
"7","10","11","824","156","29","6.2","945.56","45.314","5360.069","5153.209"
"7","10","12","840","158","30","5.1","1000.967","49.491","5552.841","5337.149"
"7","10","13","842","154","31","7.2","990.53","46.805","5573.05","5356.421"
"7","10","14","826","146","32","5.1","913.336","49.931","5051.284","4858.176"
"7","10","15","792","132","32","8.2","776.884","43.405","4431.804","4264.818"
"7","10","16","686","141","32","9.3","592.792","39.922","3405.614","3277.594"
"7","10","17","525","137","32","7.2","381.094","37.842","2147.636","2060.056"
"7","10","18","266","118","30.5","5.1","182.479","33.601","1004.487","946.656"
"7","10","19","30","49","29","3.1","47.267","29.245","283.239","240.748"
"7","10","20","0","3","28","3.1","2.962","26.838","18.407","0"
"7","10","21","0","0","25.8","2.1","0","25.8","0","0"
"7","10","22","0","0","24","3.1","0","24","0","0"
"7","10","23","0","0","23","3.1","0","23","0","0"
"7","11","0","0","0","21.3","3.1","0","21.3","0","0"
"7","11","1","0","0","20.6","3.1","0","20.6","0","0"
"7","11","2","0","0","19.9","3.1","0","19.9","0","0"
"7","11","3","0","0","19.2","3.1","0","19.2","0","0"
"7","11","4","0","0","18","1","0","18","0","0"
"7","11","5","0","8","18.5","0.5","7.754","16.02","50.665","12.555"
"7","11","6","0","53","19","0","51.178","17.648","331.941","288.497"
"7","11","7","175","157","21.1","0.7","210.024","26.337","1254.674","1190.901"
"7","11","8","459","192","23.1","1.4","437.307","34.765","2551.207","2451.533"
"7","11","9","691","161","25.2","2.1","657.609","41.854","3761.937","3620.996"
"7","11","10","779","157","27","3.1","827.23","46.072","4662.144","4485.674"
"7","11","11","822","157","27","4.1","944.316","47.133","5302.373","5098.12"
"7","11","12","839","158","27.7","5.1","999.722","47.154","5614.753","5396.185"
"7","11","13","835","157","27.8","5.8","986.63","45.704","5583.115","5366.019"
"7","11","14","814","153","27.9","6.5","909.46","43.326","5206.739","5006.768"
"7","11","15","778","138","28","7.2","771.678","40.237","4474.005","4305.302"
"7","11","16","656","152","27","6.9","584.311","36.388","3418.284","3289.816"
"7","11","17","436","161","25.9","6.5","363.216","31.717","2121.774","2034.941"
"7","11","18","167","121","24.9","6.2","159.473","27.09","929.469","873.357"
"7","11","19","0","45","25","5.1","42.831","24.93","268.613","226.406"
"7","11","20","0","2","23","4.1","1.974","21.769","12.566","0"
"7","11","21","0","0","22.7","1","0","22.7","0","0"
"7","11","22","0","0","22","5.1","0","22","0","0"
"7","11","23","0","0","20","3.1","0","20","0","0"
"7","12","0","0","0","20.3","2.1","0","20.3","0","0"
"7","12","1","0","0","20","3.1","0","20","0","0"
"7","12","2","0","0","19","2","0","19","0","0"
"7","12","3","0","0","18.1","1","0","18.1","0","0"
"7","12","4","0","0","17","1","0","17","0","0"
"7","12","5","0","10","18","3.1","9.696","16.596","63.189","24.85"
"7","12","6","120","71","20","2.1","81.101","20.408","473.279","427.004"
"7","12","7","340","137","22","2.1","245.788","27.074","1421.389","1353.48"
"7","12","8","533","169","25","4.1","453.351","33.9","2647.568","2544.884"
"7","12","9","695","159","26","3.1","657.78","40.863","3781.516","3639.847"
"7","12","10","776","158","27","4.1","825.172","44.396","4691.125","4513.443"
"7","12","11","816","160","28","5.1","941.352","46.178","5312.203","5107.507"
"7","12","12","826","166","27.2","5.1","994.888","46.557","5605.112","5386.993"
"7","12","13","829","161","28","6.2","984.723","45.169","5587.835","5370.52"
"7","12","14","857","111","27","7.2","901.642","41.34","5214.458","5014.143"
"7","12","15","770","142","27.8","5.1","769.201","42.846","4400.829","4235.098"
"7","12","16","719","114","27","5.1","586.274","38.363","3391.538","3264.016"
"7","12","17","510","141","27","5.1","377.736","34.096","2170.226","2081.991"
"7","12","18","260","118","25.7","3.1","180.656","29.465","1015.588","957.5"
"7","12","19","32","47","24","3.1","45.57","24.062","279.265","236.851"
"7","12","20","0","2","22","2.1","1.974","20.447","12.643","0"
"7","12","21","0","0","21.8","3.1","0","21.8","0","0"
"7","12","22","0","0","20","1","0","20","0","0"
"7","12","23","0","0","19.3","1","0","19.3","0","0"
"7","13","0","0","0","18.7","1","0","18.7","0","0"
"7","13","1","0","0","18.5","1.7","0","18.5","0","0"
"7","13","2","0","0","18.2","2.4","0","18.2","0","0"
"7","13","3","0","0","18","3.1","0","18","0","0"
"7","13","4","0","0","19","2.1","0","19","0","0"
"7","13","5","0","7","17","2.1","6.784","15.282","44.473","6.476"
"7","13","6","0","51","17","2.1","49.285","16.459","321.392","278.156"
"7","13","7","241","137","17","3.1","212.643","20.584","1284.133","1219.64"
"7","13","8","523","160","20","3.1","438.542","29.328","2617.007","2515.283"
"7","13","9","693","154","23.3","2.1","650.658","39.822","3759.828","3618.966"
"7","13","10","767","162","26","2.1","821.082","47.236","4599.293","4425.438"
"7","13","11","789","190","27","4.1","946.114","47.158","5311.795","5107.117"
"7","13","12","863","123","26.8","6.2","981.784","43.847","5609.635","5391.306"
"7","13","13","866","118","26.6","5.8","971.558","44.205","5540.688","5325.558"
"7","13","14","842","120","26.4","5.5","896.962","43.196","5138.381","4941.443"
"7","13","15","812","107","26.2","5.1","764.418","41.134","4410.772","4244.64"
"7","13","16","711","117","26","5.1","583.905","37.297","3396.132","3268.447"
"7","13","17","538","125","25","5.1","375.962","32.025","2175.956","2087.554"
"7","13","18","293","106","24.8","3.1","177.732","28.478","990.34","932.835"
"7","13","19","31","46","24","2.1","44.606","24.089","273.491","231.189"
"7","13","20","0","2","22","2.1","1.974","20.444","12.643","0"
"7","13","21","0","0","21.5","3.1","0","21.5","0","0"
"7","13","22","0","0","20","2.1","0","20","0","0"
"7","13","23","0","0","20","2.1","0","20","0","0"
"7","14","0","0","0","19","3.1","0","19","0","0"
"7","14","1","0","0","19","3.1","0","19","0","0"
"7","14","2","0","0","18.5","3.1","0","18.5","0","0"
"7","14","3","0","0","18","3.1","0","18","0","0"
"7","14","4","0","0","18","3.1","0","18","0","0"
"7","14","5","0","9","18","3.1","8.725","16.573","56.868","18.644"
"7","14","6","76","72","19.2","3.1","76.195","19.445","461.061","415.034"
"7","14","7","313","132","21.6","3.6","231.163","25.555","1347.772","1281.708"
"7","14","8","500","167","24","4.1","432.731","32.432","2545.784","2446.278"
"7","14","9","646","172","24.4","5.1","635.166","36.139","3739.95","3599.825"
"7","14","10","660","197","24","4.1","767.791","40.221","4459.841","4291.716"
"7","14","11","490","325","25","4.1","804.02","42.201","4631.891","4456.682"
"7","14","12","279","426","25.2","5.1","718.494","39.11","4205.683","4047.745"
"7","14","13","367","385","25","5.1","759.091","39.547","4433.401","4266.351"
"7","14","14","436","328","25","5.1","743.159","39.307","4343.676","4180.248"
"7","14","15","488","258","25.1","4.1","660.174","39.284","3849.909","3705.678"
"7","14","16","349","252","25","4.1","480.307","35.274","2839.468","2730.647"
"7","14","17","188","213","24","5.1","296.009","29.309","1781.563","1704.235"
"7","14","18","80","120","23.9","4.1","135.772","26.113","817.524","763.924"
"7","14","19","0","43","23","4.1","40.982","22.812","259.578","217.545"
"7","14","20","0","2","23","4.1","1.974","21.765","12.566","0"
"7","14","21","0","0","22.3","4.1","0","22.3","0","0"
"7","14","22","0","0","22.1","3.1","0","22.1","0","0"
"7","14","23","0","0","22","2.1","0","22","0","0"
"7","15","0","0","0","21.8","3.1","0","21.8","0","0"
"7","15","1","0","0","21.6","3.1","0","21.6","0","0"
"7","15","2","0","0","21.3","3.1","0","21.3","0","0"
"7","15","3","0","0","21.1","3.1","0","21.1","0","0"
"7","15","4","0","0","20","2.1","0","20","0","0"
"7","15","5","0","9","20.5","3.1","8.725","19.136","56.21","17.998"
"7","15","6","95","71","21","4.1","77.388","21.299","457.706","411.747"
"7","15","7","355","125","23","5.1","238.27","26.539","1372.261","1305.586"
"7","15","8","566","144","25","1","445.5","37.978","2542.427","2443.026"
"7","15","9","697","151","26.3","1.5","649.131","44.282","3665.721","3528.333"
"7","15","10","777","145","25","6.2","811.106","38.752","4745.228","4565.27"
"7","15","11","688","228","25","5.1","892.485","42.217","5140.711","4943.67"
"7","15","12","532","313","28","2.1","857.406","50.696","4726.011","4546.863"
"7","15","13","330","424","29","4.1","763.239","45.47","4324.447","4161.79"
"7","15","14","211","400","28","6.2","600.683","38.333","3528.863","3396.448"
"7","15","15","80","336","26.4","6.2","399.376","33.05","2407.226","2311.962"
"7","15","16","23","246","25","6.2","255.486","28.896","1570.62","1498.89"
"7","15","17","0","138","24.6","4.1","134.124","26.708","834.129","780.161"
"7","15","18","0","49","24.2","2.1","47.583","24.232","299.393","256.587"
"7","15","19","0","22","24.1","3.1","21.343","23.254","134.909","95.244"
"7","15","20","0","1","24","4.1","0.987","22.729","6.255","0"
"7","15","21","0","0","23.3","3.1","0","23.3","0","0"
"7","15","22","0","0","24","3.1","0","24","0","0"
"7","15","23","0","0","23","5.1","0","23","0","0"
"7","16","0","0","0","24.4","5.1","0","24.4","0","0"
"7","16","1","0","0","23.3","4.4","0","23.3","0","0"
"7","16","2","0","0","22.1","3.8","0","22.1","0","0"
"7","16","3","0","0","21","3.1","0","21","0","0"
"7","16","4","0","0","21","4.1","0","21","0","0"
"7","16","5","0","7","21.5","3.6","6.784","20.188","43.494","5.514"
"7","16","6","48","68","22.1","3.1","69.777","22.253","425.13","379.83"
"7","16","7","227","146","26","6.2","215.666","28.815","1257.514","1193.672"
"7","16","8","385","208","26","6.2","409.595","32.341","2422.874","2327.136"
"7","16","9","539","224","28","5.1","609.482","39.26","3536.914","3404.208"
"7","16","10","660","216","30","3.1","786.205","48.005","4386.904","4221.736"
"7","16","11","707","228","30","5.1","910.013","47.544","5098.832","4903.638"
"7","16","12","765","202","30.7","5.1","970.356","49.568","5380.775","5172.976"
"7","16","13","844","132","32","5.1","963.607","50.842","5306.895","5102.438"
"7","16","14","783","169","33","2.1","896.593","56.626","4781.938","4600.428"
"7","16","15","762","145","33.1","7.2","764.953","45.304","4321.176","4158.649"
"7","16","16","645","154","32","7.2","578.096","41.118","3302.155","3177.766"
"7","16","17","461","152","31","7.2","364.909","36.551","2076.323","1990.794"
"7","16","18","212","119","30.1","7.2","168.531","32.314","944.828","888.367"
"7","16","19","4","44","28","3.1","41.967","28.056","258.441","216.43"
"7","16","20","0","2","25","2.1","1.974","23.537","12.463","0"
"7","16","21","0","0","24.8","3.1","0","24.8","0","0"
"7","16","22","0","0","24","4.1","0","24","0","0"
"7","16","23","0","0","23","3.1","0","23","0","0"
"7","17","0","0","0","22","4.1","0","22","0","0"
"7","17","1","0","0","21.4","4.1","0","21.4","0","0"
"7","17","2","0","0","20.9","4.1","0","20.9","0","0"
"7","17","3","0","0","20.3","4.1","0","20.3","0","0"
"7","17","4","0","0","20","4.1","0","20","0","0"
"7","17","5","0","8","19","3.1","7.755","17.574","50.314","12.21"
"7","17","6","105","67","22","3.1","74.585","22.268","434.488","388.999"
"7","17","7","328","134","24","5.1","236.572","27.52","1362.919","1296.478"
"7","17","8","525","168","25.5","5.6","445.053","32.901","2609.39","2507.904"
"7","17","9","691","158","27.1","6.2","650.729","37.884","3796.132","3653.917"
"7","17","10","778","155","29","4.1","821.031","46.268","4621.797","4447.008"
"7","17","11","823","154","30","1","939.616","58.882","4950.615","4761.885"
"7","17","12","832","161","29.9","6.2","994.091","47.181","5582.263","5365.207"
"7","17","13","829","160","29","7.2","982.496","44.644","5590.34","5372.908"
"7","17","14","809","154","29","7.2","904.695","43.414","5176.979","4978.331"
"7","17","15","774","139","29.4","8.2","768.123","40.624","4444.303","4276.81"
"7","17","16","668","146","28.9","7.2","584.549","38.066","3389.455","3262.006"
"7","17","17","500","142","28.5","6.1","372.706","34.774","2133.543","2046.371"
"7","17","18","287","104","28","5.1","173.342","30.855","953.814","897.147"
"7","17","19","20","45","27","6.2","42.901","26.978","262.075","219.993"
"7","17","20","0","2","25.2","3.6","1.974","23.975","12.438","0"
"7","17","21","0","0","23.4","1","0","23.4","0","0"
"7","17","22","0","0","22.5","1","0","22.5","0","0"
"7","17","23","0","0","21.5","1","0","21.5","0","0"
"7","18","0","0","0","20.6","1","0","20.6","0","0"
"7","18","1","0","0","19.9","1.4","0","19.9","0","0"
"7","18","2","0","0","19.2","1.7","0","19.2","0","0"
"7","18","3","0","0","18.5","2.1","0","18.5","0","0"
"7","18","4","0","0","18.2","1.5","0","18.2","0","0"
"7","18","5","0","8","18","1","7.755","15.897","50.698","12.587"
"7","18","6","100","66","20","2.1","72.902","20.18","429.987","384.59"
"7","18","7","323","134","23","3.1","234.475","27.239","1352.88","1286.688"
"7","18","8","565","143","25","3.1","441.954","34.464","2564.597","2464.508"
"7","18","9","696","150","26.5","3.1","645.429","41.055","3704.667","3565.847"
"7","18","10","799","132","26.7","4.1","814.519","43.86","4642.305","4466.663"
"7","18","11","843","125","27","5.1","923.717","44.823","5249.212","5047.345"
"7","18","12","819","150","27.8","5.1","969.501","46.656","5459.176","5247.799"
"7","18","13","778","173","28","5.1","945.845","46.482","5330.582","5125.056"
"7","18","14","681","221","27","5.1","858.976","43.803","4905.909","4719.107"
"7","18","15","631","199","26.7","5.1","716.03","40.663","4144.071","3988.553"
"7","18","16","378","250","25.8","4.6","496.515","35.967","2923.534","2811.966"
"7","18","17","159","205","25","4.1","274.537","30.604","1644.666","1570.996"
"7","18","18","5","102","25.5","5.1","99.629","26.723","617.722","568.447"
"7","18","19","0","34","24","6.2","32.853","23.652","207.273","166.243"
"7","18","20","0","1","24","3.1","0.987","22.628","6.258","0"
"7","18","21","0","0","23.7","0","0","23.7","0","0"
"7","18","22","0","0","22","4.1","0","22","0","0"
"7","18","23","0","0","23","5.1","0","23","0","0"
"7","19","0","0","0","23","4.1","0","23","0","0"
"7","19","1","0","0","22.5","3.8","0","22.5","0","0"
"7","19","2","0","0","22.1","3.4","0","22.1","0","0"
"7","19","3","0","0","21.6","3.1","0","21.6","0","0"
"7","19","4","0","0","21","2.1","0","21","0","0"
"7","19","5","0","7","20","0","6.784","16.668","44.199","6.206"
"7","19","6","77","67","22","0","70.988","21.695","423.519","378.253"
"7","19","7","339","124","25","1","230.101","30.659","1298.819","1233.966"
"7","19","8","551","147","28.1","1.5","437.936","39.639","2477.384","2379.984"
"7","19","9","691","151","31.2","2.1","642.285","47.386","3567.788","3433.968"
"7","19","10","794","135","29","4.1","812.805","46.085","4579.304","4406.276"
"7","19","11","858","116","30","4.1","928.041","49.713","5140.052","4943.04"
"7","19","12","887","106","29.7","5.1","985.631","48.875","5485.504","5272.919"
"7","19","13","880","108","30","4.1","973.016","50.928","5356.175","5149.492"
"7","19","14","851","113","29","8.2","896.2","42.14","5161.65","4963.683"
"7","19","15","780","131","29","8.7","763.96","39.727","4439.89","4272.576"
"7","19","16","711","115","29","9.8","579.675","36.414","3384.847","3257.561"
"7","19","17","535","123","32","8.2","370.475","37.195","2087.553","2001.703"
"7","19","18","249","115","31.2","7.2","173.505","33.522","955.616","898.908"
"7","19","19","16","43","30","7.2","40.868","29.996","246.894","205.105"
"7","19","20","0","2","28","6.2","1.974","27.126","12.254","0"
"7","19","21","0","0","28","8.2","0","28","0","0"
"7","19","22","0","0","27","5.1","0","27","0","0"
"7","19","23","0","0","26","4.1","0","26","0","0"
"7","20","0","0","0","24.2","2.1","0","24.2","0","0"
"7","20","1","0","0","23.3","2.4","0","23.3","0","0"
"7","20","2","0","0","22.4","2.8","0","22.4","0","0"
"7","20","3","0","0","21.5","3.1","0","21.5","0","0"
"7","20","4","0","0","21","3.1","0","21","0","0"
"7","20","5","0","7","22","2.1","6.784","20.433","43.447","5.468"
"7","20","6","93","65","23","4.1","70.791","23.194","413.672","368.604"
"7","20","7","290","136","24.5","2.6","224.891","28.756","1293.662","1228.936"
"7","20","8","390","190","26","1","394.687","37.401","2273.115","2181.864"
"7","20","9","210","319","27","1","466.75","41.254","2691.549","2587.474"
"7","20","10","318","356","28","5.1","633.131","39.799","3688.464","3550.241"
"7","20","11","418","360","28","7.2","770.887","39.942","4492.329","4322.877"
"7","20","12","497","344","30","8.2","854.032","42.368","4916.961","4729.684"
"7","20","13","447","353","30","8.2","809.641","41.794","4674.935","4497.93"
"7","20","14","327","389","30","8.2","700.722","40.171","4078.154","3925.203"
"7","20","15","199","389","29.5","9.8","552.799","36.528","3273.208","3149.825"
"7","20","16","326","268","29","8.8","480.661","35.417","2840.723","2731.861"
"7","20","17","345","177","28","9.8","333.356","31.98","1953.644","1871.582"
"7","20","18","195","120","26.2","8.7","164.324","27.984","944.353","887.902"
"7","20","19","8","42","25","8.8","40.174","24.879","250.36","208.505"
"7","20","20","0","1","24","6.2","0.987","23.025","6.247","0"
"7","20","21","0","0","23.4","7.2","0","23.4","0","0"
"7","20","22","0","0","22.6","6.5","0","22.6","0","0"
"7","20","23","0","0","21.9","5.8","0","21.9","0","0"
"7","21","0","0","0","21.1","5.1","0","21.1","0","0"
"7","21","1","0","0","20.1","3.7","0","20.1","0","0"
"7","21","2","0","0","19.2","2.4","0","19.2","0","0"
"7","21","3","0","0","18.2","1","0","18.2","0","0"
"7","21","4","0","0","17","0","0","17","0","0"
"7","21","5","0","6","16","1","5.814","13.755","38.378","0.491"
"7","21","6","0","44","18.1","0","42.626","16.252","278.229","235.835"
"7","21","7","34","141","21","1","147.064","23.792","916.227","860.415"
"7","21","8","126","237","23","5.1","299.807","27.837","1835.098","1756.314"
"7","21","9","180","343","24","2.1","469.874","35.555","2789.781","2682.567"
"7","21","10","550","260","24.5","3.1","734.556","41.143","4247.476","4087.885"
"7","21","11","672","264","25","4.1","911.974","44.35","5195.536","4996.064"
"7","21","12","837","158","28","3.1","994.347","51.245","5464.575","5252.951"
"7","21","13","849","145","28","4.1","979.951","49.132","5446.178","5235.396"
"7","21","14","822","146","28","5.1","906.847","45.764","5126.307","4929.902"
"7","21","15","763","150","28","6.2","768.907","41.385","4431.49","4264.517"
"7","21","16","681","139","28","5.6","584.028","38.709","3373.546","3246.658"
"7","21","17","511","137","28","5.1","371.068","34.982","2117.929","2031.207"
"7","21","18","251","113","27.6","3.1","171.52","31.169","953.422","896.765"
"7","21","19","12","41","26","4.1","38.839","25.911","240.062","198.405"
"7","21","20","0","1","24","4.1","0.987","22.765","6.254","0"
"7","21","21","0","0","22","4.1","0","22","0","0"
"7","21","22","0","0","21","2.1","0","21","0","0"
"7","21","23","0","0","20.9","3.1","0","20.9","0","0"
"7","22","0","0","0","20.9","4.1","0","20.9","0","0"
"7","22","1","0","0","20","3.1","0","20","0","0"
"7","22","2","0","0","19","2","0","19","0","0"
"7","22","3","0","0","18.1","1","0","18.1","0","0"
"7","22","4","0","0","16","1","0","16","0","0"
"7","22","5","0","6","17","1","5.814","14.79","38.201","0.317"
"7","22","6","74","66","19.3","1","69.204","19.298","418.383","373.22"
"7","22","7","326","129","22","1","228.682","27.554","1312.319","1247.133"
"7","22","8","530","161","25","2.1","437.529","35.516","2528.166","2429.205"
"7","22","9","659","180","26","5.1","647.365","37.998","3774.541","3633.131"
"7","22","10","763","168","28","4.6","818.683","44.517","4650.354","4474.376"
"7","22","11","810","168","30","4.1","939.438","49.953","5196.571","4997.053"
"7","22","12","858","142","31","3.1","992.754","54.171","5370.22","5162.899"
"7","22","13","841","151","32","5.1","983.035","51.238","5402.31","5193.53"
"7","22","14","824","144","32","5.1","906.144","49.785","5014.992","4823.468"
"7","22","15","742","162","29.2","6.2","765.349","42.54","4385.321","4220.217"
"7","22","16","677","140","29","6.2","581.915","39.03","3355.737","3229.475"
"7","22","17","468","154","29","5.1","367.721","35.933","2095.991","2009.899"
"7","22","18","245","110","29.2","4.1","166.858","32.321","921.837","865.898"
"7","22","19","6","40","27","3.1","38.218","26.934","236.269","194.685"
"7","22","20","0","1","25","2.1","0.987","23.498","6.233","0"
"7","22","21","0","0","22.9","1","0","22.9","0","0"
"7","22","22","0","0","22","0","0","22","0","0"
"7","22","23","0","0","20.5","1.5","0","20.5","0","0"
"7","23","0","0","0","19","3.1","0","19","0","0"
"7","23","1","0","0","18.4","2.8","0","18.4","0","0"
"7","23","2","0","0","17.7","2.4","0","17.7","0","0"
"7","23","3","0","0","17.1","2.1","0","17.1","0","0"
"7","23","4","0","0","16","0","0","16","0","0"
"7","23","5","0","6","17.5","0.5","5.814","14.878","38.186","0.303"
"7","23","6","87","62","19","1","66.853","18.911","399.419","354.636"
"7","23","7","318","130","23","0","226.629","30.511","1283.427","1218.952"
"7","23","8","512","167","27","1.5","433.541","38.407","2470.799","2373.601"
"7","23","9","682","158","28.2","1","640.454","47.565","3553.574","3420.268"
"7","23","10","777","153","29","4.1","814.559","46.118","4588.208","4414.812"
"7","23","11","827","150","30","5.1","936.248","48.079","5230.502","5029.472"
"7","23","12","841","153","30","6.2","992.174","47.246","5569.506","5353.042"
"7","23","13","838","153","31","6.2","981.753","48.148","5484.623","5272.079"
"7","23","14","817","148","31","7.2","903.435","45.423","5115.983","4920.034"
"7","23","15","760","151","30.2","7.2","766.484","42.385","4394.788","4229.301"
"7","23","16","576","186","29","8.2","561.199","37.082","3273.682","3150.282"
"7","23","17","233","185","27","7.2","289.374","31.266","1714.228","1638.711"
"7","23","18","0","46","24.5","8.2","44.665","24.545","280.62","238.18"
"7","23","19","0","30","25","4.1","29.09","24.415","182.876","142.309"
"7","23","20","0","1","24","2.1","0.987","22.433","6.264","0"
"7","23","21","0","0","23.1","3.1","0","23.1","0","0"
"7","23","22","0","0","22","2.1","0","22","0","0"
"7","23","23","0","0","21","3.1","0","21","0","0"
"7","24","0","0","0","21","1","0","21","0","0"
"7","24","1","0","0","20.5","1.4","0","20.5","0","0"
"7","24","2","0","0","20.1","1.7","0","20.1","0","0"
"7","24","3","0","0","19.6","2.1","0","19.6","0","0"
"7","24","4","0","0","20","1","0","20","0","0"
"7","24","5","0","6","19","1","5.814","16.864","37.846","0"
"7","24","6","83","61","21.2","0","65.347","20.594","388.385","343.823"
"7","24","7","313","129","25","0","223.618","32.419","1254.549","1190.78"
"7","24","8","517","165","28","3.1","433.503","37.258","2483.588","2385.998"
"7","24","9","691","154","29.8","3.1","641.944","44.23","3623.614","3487.766"
"7","24","10","773","154","31","3.1","811.607","49.614","4488.072","4318.794"
"7","24","11","820","153","31.2","4.1","932.274","50.973","5128.819","4932.303"
"7","24","12","834","157","31.5","5.1","988.993","50.756","5449.363","5238.436"
"7","24","13","829","158","31.2","5.6","977.732","49.332","5428.038","5218.086"
"7","24","14","856","109","31","6.2","894.149","46.644","5030.945","4838.726"
"7","24","15","782","128","29.8","6.2","759.844","43.04","4341.27","4177.938"
"7","24","16","709","114","29","5.1","574.349","40.149","3289.679","3165.724"
"7","24","17","524","123","28","4.1","362.697","35.647","2057.123","1972.141"
"7","24","18","272","101","27.3","4.1","164.273","30.32","904.698","849.147"
"7","24","19","10","38","27","3.1","36.477","26.887","224.877","183.511"
"7","24","20","0","1","26","2.1","0.987","24.529","6.203","0"
"7","24","21","0","0","24.4","1","0","24.4","0","0"
"7","24","22","0","0","23","0","0","23","0","0"
"7","24","23","0","0","21","1","0","21","0","0"
"7","25","0","0","0","20.7","2.1","0","20.7","0","0"
"7","25","1","0","0","20.3","1.4","0","20.3","0","0"
"7","25","2","0","0","20","0.7","0","20","0","0"
"7","25","3","0","0","19.6","0","0","19.6","0","0"
"7","25","4","0","0","20","3.1","0","20","0","0"
"7","25","5","0","5","19","3.1","4.844","17.501","31.442","0"
"7","25","6","70","61","20.3","3.1","63.832","20.263","384.14","339.663"
"7","25","7","305","129","23.1","3.1","220.649","26.993","1271.435","1207.253"
"7","25","8","536","147","26","3.1","424.716","35.039","2455.195","2358.473"
"7","25","9","651","165","28","3.1","624.747","42.039","3567.357","3433.553"
"7","25","10","762","148","27","5.1","795.648","42.114","4575.021","4402.171"
"7","25","11","830","131","25","6.2","913.908","40.688","5304.463","5100.116"
"7","25","12","865","118","25.4","6.2","973.452","42.252","5607.566","5389.333"
"7","25","13","852","128","27","5.1","963.568","45.816","5449.168","5238.25"
"7","25","14","830","124","27","5.1","885.384","44.328","5042.024","4849.321"
"7","25","15","758","138","25.8","4.1","750.409","42.106","4308.108","4146.104"
"7","25","16","584","164","26","3.1","544.822","39","3145.266","3026.278"
"7","25","17","241","192","23","3.1","299.361","29.906","1784.568","1707.159"
"7","25","18","0","97","22.8","2.1","93.583","24.562","587.92","539.272"
"7","25","19","0","26","22","1","25.239","21.108","161.128","120.971"
"7","25","20","0","1","22","2.1","0.987","20.353","6.324","0"
"7","25","21","0","0","21.9","1","0","21.9","0","0"
"7","25","22","0","0","21.9","2.6","0","21.9","0","0"
"7","25","23","0","0","22","4.1","0","22","0","0"
"7","26","0","0","0","22.1","2.1","0","22.1","0","0"
"7","26","1","0","0","21.7","2.4","0","21.7","0","0"
"7","26","2","0","0","21.2","2.8","0","21.2","0","0"
"7","26","3","0","0","20.8","3.1","0","20.8","0","0"
"7","26","4","0","0","20","2.1","0","20","0","0"
"7","26","5","0","5","19","2.1","4.844","17.283","31.473","0"
"7","26","6","66","60","20.1","2.1","62.372","19.988","376.879","332.546"
"7","26","7","316","120","22.2","3.5","214.927","25.799","1238.882","1175.494"
"7","26","8","457","155","24.2","4.8","391.588","31.168","2312.264","2219.851"
"7","26","9","219","303","26.3","6.2","456.042","33.664","2730.047","2624.748"
"7","26","10","466","286","27","7.2","688.98","37.457","4058.995","3906.787"
"7","26","11","595","287","26","7.2","861.27","39.39","5032.463","4840.177"
"7","26","12","747","205","26.4","8.7","955.906","39.752","5576.957","5360.147"
"7","26","13","798","161","26","8.8","949.741","39.236","5555.092","5339.296"
"7","26","14","803","139","26","8.8","879.715","38.255","5167.092","4968.884"
"7","26","15","743","146","25.8","7.2","746.017","37.571","4382.258","4217.278"
"7","26","16","686","121","26","6.2","565.571","35.679","3312.868","3188.106"
"7","26","17","511","125","25.2","5.6","356.142","31.439","2061.567","1976.459"
