"PVWatts: Hourly PV Performance Data"
"Requested Location:","toulouse"
"Location:","MONTPELLIER, FRANCE"
"Lat (deg N):","43.58"
"Lng (deg E):","3.97"
"Elev (m):","6"
"DC System Size (kW):","7.29"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","13"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"4","13","14","683","193","16","12.9","790.04","24.278","4959.177","4770.077"
"4","13","15","698","144","16","12.9","661.583","22.854","4154.968","3999.023"
"4","13","16","596","133","15","10.8","472.925","20.366","2948.381","2835.994"
"4","13","17","359","124","15","9.8","254.679","17.771","1542.757","1471.748"
"4","13","18","60","61","14.2","11.8","67.464","14.341","419.808","374.616"
"4","13","19","0","3","12","11.8","2.962","11.285","19.764","0"
"4","13","20","0","0","11","7.2","0","11","0","0"
"4","13","21","0","0","11.1","8.2","0","11.1","0","0"
"4","13","22","0","0","11","7.2","0","11","0","0"
"4","13","23","0","0","10.7","6.7","0","10.7","0","0"
"4","14","0","0","0","10.5","6.2","0","10.5","0","0"
"4","14","1","0","0","10.2","5.5","0","10.2","0","0"
"4","14","2","0","0","9.9","4.8","0","9.9","0","0"
"4","14","3","0","0","9.6","4.1","0","9.6","0","0"
"4","14","4","0","0","9","4.1","0","9","0","0"
"4","14","5","0","0","8","5.1","0","8","0","0"
"4","14","6","0","21","7.6","5.1","20.386","6.577","138.878","99.139"
"4","14","7","188","112","10","3.1","157.898","12.117","975.626","918.459"
"4","14","8","488","149","12","8.2","380.242","16.676","2375.472","2281.167"
"4","14","9","632","181","13.3","8.7","602.357","21.115","3793.371","3651.259"
"4","14","10","773","162","15","6.2","791.241","28.255","4864.057","4679.05"
"4","14","11","879","120","16","5.1","912.225","33.526","5482.864","5270.4"
"4","14","12","885","129","17.3","4.1","965.262","38.288","5670.608","5449.428"
"4","14","13","873","130","18","4.1","942.053","38.588","5524.756","5310.363"
"4","14","14","865","111","18","7.2","852.317","31.41","5169.719","4971.394"
"4","14","15","776","124","17.1","6.2","696.655","29.057","4247.484","4087.893"
"4","14","16","672","111","16","5.1","493.414","25.354","2999.701","2885.612"
"4","14","17","447","102","16","4.1","264.487","21.317","1555.157","1483.828"
"4","14","18","87","60","14.4","2.1","70.352","15.271","425.964","380.647"
"4","14","19","0","3","12","0","2.962","8.952","19.968","0"
"4","14","20","0","0","13","3.1","0","13","0","0"
"4","14","21","0","0","11.8","4.1","0","11.8","0","0"
"4","14","22","0","0","11","4.1","0","11","0","0"
"4","14","23","0","0","12","3.1","0","12","0","0"
"4","15","0","0","0","12","5.1","0","12","0","0"
"4","15","1","0","0","10.8","4.1","0","10.8","0","0"
"4","15","2","0","0","9.7","3.1","0","9.7","0","0"
"4","15","3","0","0","8.5","2.1","0","8.5","0","0"
"4","15","4","0","0","6","0","0","6","0","0"
"4","15","5","0","0","5","2.1","0","5","0","0"
"4","15","6","0","22","6","1","21.357","4.005","147.109","107.215"
"4","15","7","213","108","11","3.1","162.008","13.229","988.735","931.267"
"4","15","8","486","151","14","6.2","382.986","19.649","2362.997","2269.067"
"4","15","9","702","139","15","8.2","606.819","23.211","3780.297","3638.673"
"4","15","10","805","134","16","5.1","787.414","30.854","4780.123","4598.69"
"4","15","11","866","123","18","2.1","905.966","42.005","5219.496","5018.957"
"4","15","12","868","134","18.2","3.1","956.555","40.962","5544.309","5329.012"
"4","15","13","869","129","19","4.1","939.032","39.479","5482.585","5270.134"
"4","15","14","845","124","18","7.2","854.555","31.442","5183.109","4984.189"
"4","15","15","774","126","17.5","7.2","698.616","28.392","4273.735","4113.102"
"4","15","16","660","115","17","7.2","492.026","24.463","3005.947","2891.65"
"4","15","17","436","105","16","5.1","264.352","20.604","1563.431","1491.887"
"4","15","18","87","61","14.7","5.1","71.464","15.176","433.33","387.866"
"4","15","19","0","3","13","4.1","2.962","11.652","19.732","0"
"4","15","20","0","0","12","3.1","0","12","0","0"
"4","15","21","0","0","11.1","3.1","0","11.1","0","0"
"4","15","22","0","0","10","2.1","0","10","0","0"
"4","15","23","0","0","9","3.1","0","9","0","0"
"4","16","0","0","0","9.5","2.1","0","9.5","0","0"
"4","16","1","0","0","8.6","1.7","0","8.6","0","0"
"4","16","2","0","0","7.6","1.4","0","7.6","0","0"
"4","16","3","0","0","6.7","1","0","6.7","0","0"
"4","16","4","0","0","7.2","1.4","0","7.2","0","0"
"4","16","5","0","0","7.7","1.7","0","7.7","0","0"
"4","16","6","0","23","8.2","2.1","22.306","6.716","151.866","111.883"
"4","16","7","218","111","11","4.1","167.003","13.136","1020.825","962.615"
"4","16","8","526","134","13","4.1","386.078","20.256","2369.661","2275.531"
"4","16","9","685","146","15","4.1","605.128","27.441","3697.656","3559.094"
"4","16","10","792","140","16","4.1","785.505","32.68","4727.261","4548.061"
"4","16","11","844","134","17","2.1","904.516","41.012","5237.981","5036.617"
"4","16","12","871","125","16.7","4.1","951.762","37.412","5616.156","5397.522"
"4","16","13","848","140","16.8","4.6","937.895","36.2","5566.734","5350.398"
"4","16","14","818","134","17","5.1","843.704","33.452","5067.954","4874.116"
"4","16","15","787","115","17","5.1","697.865","30.519","4225.635","4066.909"
"4","16","16","638","124","17","6.2","490.13","25.206","2987.25","2873.575"
"4","16","17","421","112","17","6.2","266.737","21.085","1580.336","1508.352"
"4","16","18","92","63","15","4.1","74.241","15.666","448.407","402.637"
"4","16","19","0","4","13.5","3.3","3.949","12.078","26.26","0"
"4","16","20","0","0","12","2.6","0","12","0","0"
"4","16","21","0","0","10.5","1.8","0","10.5","0","0"
"4","16","22","0","0","9","1","0","9","0","0"
"4","16","23","0","0","9","1","0","9","0","0"
"4","17","0","0","0","7.8","3.1","0","7.8","0","0"
"4","17","1","0","0","7.4","3.1","0","7.4","0","0"
"4","17","2","0","0","7","3.1","0","7","0","0"
"4","17","3","0","0","6.6","3.1","0","6.6","0","0"
"4","17","4","0","0","7","3.1","0","7","0","0"
"4","17","5","0","0","6","3.1","0","6","0","0"
"4","17","6","0","24","8.5","3.6","23.255","7.318","157.909","117.813"
"4","17","7","220","113","11","4.1","170.25","13.21","1041.781","983.084"
"4","17","8","512","139","13","4.1","386.29","20.268","2375.115","2280.82"
"4","17","9","683","148","14.7","5.1","607.92","25.754","3745.925","3605.578"
"4","17","10","782","145","16","5.1","784.803","30.805","4766.971","4586.095"
"4","17","11","864","117","16.6","5.1","901.99","33.922","5411.677","5202.472"
"4","17","12","869","126","17.3","5.1","952.74","35.772","5668.111","5447.048"
"4","17","13","867","123","17","5.1","934.157","35.197","5572.202","5355.613"
"4","17","14","822","133","15","5.1","847.443","31.512","5139","4942.035"
"4","17","15","778","117","15.1","5.1","694.722","28.554","4247.208","4087.628"
"4","17","16","676","106","15","5.1","493.822","24.351","3018.341","2903.631"
"4","17","17","442","104","14","5.1","267.003","18.637","1594.498","1522.145"
"4","17","18","124","59","13.1","3.1","75.419","13.898","446.472","400.742"
"4","17","19","0","4","12","3.1","3.949","10.525","26.441","0"
"4","17","20","0","0","11","2.1","0","11","0","0"
"4","17","21","0","0","10.8","3.1","0","10.8","0","0"
"4","17","22","0","0","11","4.1","0","11","0","0"
"4","17","23","0","0","10","3.1","0","10","0","0"
"4","18","0","0","0","9.9","4.1","0","9.9","0","0"
"4","18","1","0","0","9.5","3.8","0","9.5","0","0"
"4","18","2","0","0","9.2","3.4","0","9.2","0","0"
"4","18","3","0","0","8.8","3.1","0","8.8","0","0"
"4","18","4","0","0","9","3.1","0","9","0","0"
"4","18","5","0","0","8","3.1","0","8","0","0"
"4","18","6","0","26","8.7","3.1","25.124","7.497","170.468","130.135"
"4","18","7","220","115","11","4.1","172.967","13.273","1060.046","1000.923"
"4","18","8","500","143","13","4.1","386.299","20.274","2378.825","2284.419"
"4","18","9","623","152","15","3.1","574.586","27.951","3506.407","3374.799"
"4","18","10","754","156","16","2.1","777.889","36.307","4600.341","4426.442"
"4","18","11","841","136","16","3.1","907.837","37.463","5352.56","5146.041"
"4","18","12","870","127","16.7","4.1","956.481","37.517","5641.372","5421.561"
"4","18","13","866","124","17","4.1","935.854","37.474","5519.757","5305.594"
"4","18","14","822","134","17","5.1","849.863","33.566","5102.638","4907.277"
"4","18","15","766","125","16.7","4.1","695.583","31.958","4184.332","4027.235"
"4","18","16","668","109","16","4.1","493.556","26.675","2985.606","2871.986"
"4","18","17","427","108","15","4.1","266.324","20.347","1582.802","1510.754"
"4","18","18","91","62","13.8","3.1","73.496","14.559","445.954","400.233"
"4","18","19","0","4","13","3.1","3.875","11.536","25.83","0"
"4","18","20","0","0","12","2.1","0","12","0","0"
"4","18","21","0","0","11.7","1","0","11.7","0","0"
"4","18","22","0","0","12","2.1","0","12","0","0"
"4","18","23","0","0","11.6","3.1","0","11.6","0","0"
"4","19","0","0","0","11.3","4.1","0","11.3","0","0"
"4","19","1","0","0","11.5","3.4","0","11.5","0","0"
"4","19","2","0","0","11.8","2.8","0","11.8","0","0"
"4","19","3","0","0","12","2.1","0","12","0","0"
"4","19","4","0","0","12","2.1","0","12","0","0"
"4","19","5","0","0","12","2.1","0","12","0","0"
"4","19","6","0","7","11.5","2.1","6.783","9.652","45.59","7.572"
"4","19","7","6","95","11","1","93.98","11.62","623.956","574.549"
"4","19","8","175","198","12","1","282.966","19.345","1787.608","1710.116"
"4","19","9","405","242","13.7","2.1","518.277","26.561","3195.948","3075.229"
"4","19","10","569","243","15","3.1","718.997","31.6","4354.778","4190.904"
"4","19","11","683","228","16","3.1","866.69","36.401","5138.051","4941.128"
"4","19","12","785","178","16.4","3.1","936.744","38.701","5492.588","5279.677"
"4","19","13","774","173","18","3.1","908.461","39.769","5297.176","5093.157"
"4","19","14","700","195","17","6.2","813.347","31.032","4945.38","4756.877"
"4","19","15","632","177","16","6.2","654.346","27.171","4032.226","3881.052"
"4","19","16","448","178","16","6.2","439.299","23.263","2719.663","2614.695"
"4","19","17","215","143","16","3.1","222.72","20.811","1362.177","1295.754"
"4","19","18","15","60","15","4.1","60.271","15.266","388.989","344.414"
"4","19","19","0","5","14","3.1","4.844","12.544","32.149","0"
"4","19","20","0","0","13","2.1","0","13","0","0"
"4","19","21","0","0","13.8","4.1","0","13.8","0","0"
"4","19","22","0","0","13.1","3.4","0","13.1","0","0"
"4","19","23","0","0","12.5","2.8","0","12.5","0","0"
"4","20","0","0","0","11.8","2.1","0","11.8","0","0"
"4","20","1","0","0","11.6","2.4","0","11.6","0","0"
"4","20","2","0","0","11.4","2.8","0","11.4","0","0"
"4","20","3","0","0","11.2","3.1","0","11.2","0","0"
"4","20","4","0","0","11.1","3.1","0","11.1","0","0"
"4","20","5","0","0","11","3.1","0","11","0","0"
"4","20","6","0","26","11.9","2.1","25.186","10.557","168.619","128.322"
"4","20","7","124","110","14","3.1","142.34","15.795","884.776","829.675"
"4","20","8","87","218","15","3.1","258.978","19.912","1646.045","1572.339"
"4","20","9","39","282","15.3","3.1","309.548","21.714","1967.802","1885.344"
"4","20","10","67","339","17","5.1","397.75","23.902","2504.965","2406.719"
"4","20","11","81","377","18","5.1","457.368","26.203","2850.678","2741.493"
"4","20","12","82","397","18.6","3.1","483.14","29.563","2963.82","2850.922"
"4","20","13","82","389","19","3.1","473.198","29.793","2899.523","2788.743"
"4","20","14","80","353","19","2.1","427.076","30.026","2613.226","2511.62"
"4","20","15","64","302","20","4.1","351.53","27.078","2179.528","2091.023"
"4","20","16","45","228","20","4.1","253.152","24.809","1582.91","1510.859"
"4","20","17","12","141","20","6.2","142.1","21.67","901.416","845.94"
"4","20","18","0","47","19.5","5.1","45.563","19.347","293.243","250.558"
"4","20","19","0","4","18","7.2","3.875","17.072","25.197","0"
"4","20","20","0","0","18","7.2","0","18","0","0"
"4","20","21","0","0","17","6.2","0","17","0","0"
"4","20","22","0","0","16.5","5.8","0","16.5","0","0"
"4","20","23","0","0","16","5.5","0","16","0","0"
"4","21","0","0","0","15.5","5.1","0","15.5","0","0"
"4","21","1","0","0","14.2","4.8","0","14.2","0","0"
"4","21","2","0","0","12.8","4.4","0","12.8","0","0"
"4","21","3","0","0","11.5","4.1","0","11.5","0","0"
"4","21","4","0","0","11","5.1","0","11","0","0"
"4","21","5","0","0","9","3.1","0","9","0","0"
"4","21","6","3","32","10.3","3.1","30.929","9.254","207.427","166.395"
"4","21","7","256","115","13.1","4.1","185.082","15.676","1116.412","1055.962"
"4","21","8","539","138","16","5.1","404.737","22.827","2464.346","2367.346"
"4","21","9","695","149","17","5.1","624.623","28.421","3804.667","3662.133"
"4","21","10","793","145","18","5.1","801.526","33.161","4815.179","4632.258"
"4","21","11","850","136","19","2.1","921.426","43.375","5273.004","5070.071"
"4","21","12","861","142","19.7","4.1","973.861","40.808","5649.903","5429.692"
"4","21","13","814","161","19.8","5.1","935.757","38.066","5503.454","5290.042"
"4","21","14","638","239","20","6.2","807.445","33.991","4840.331","4656.338"
"4","21","15","467","248","19.2","6.2","605.894","29.561","3697.03","3558.491"
"4","21","16","405","194","18","5.1","432.384","26.053","2647.44","2544.76"
"4","21","17","270","138","18","3.1","238.611","23.18","1433.1","1364.896"
"4","21","18","69","65","16.4","0","73.492","19.393","444.948","399.248"
"4","21","19","0","5","15","2.1","4.844","13.424","32.023","0"
"4","21","20","0","0","14","4.1","0","14","0","0"
"4","21","21","0","0","13","0","0","13","0","0"
"4","21","22","0","0","13","3.1","0","13","0","0"
"4","21","23","0","0","12","3.1","0","12","0","0"
"4","22","0","0","0","11.9","6.2","0","11.9","0","0"
"4","22","1","0","0","11.5","5.2","0","11.5","0","0"
"4","22","2","0","0","11","4.1","0","11","0","0"
"4","22","3","0","0","10.6","3.1","0","10.6","0","0"
"4","22","4","0","0","11","5.1","0","11","0","0"
"4","22","5","0","0","10","4.1","0","10","0","0"
"4","22","6","0","26","10","4.1","25.243","8.95","170.195","129.868"
"4","22","7","72","123","12","6.2","140.373","13.252","901.888","846.401"
"4","22","8","176","210","14","6.2","296.901","18.132","1888.875","1808.613"
"4","22","9","269","265","16","5.1","454.02","23.957","2841.598","2732.708"
"4","22","10","208","345","18","4.1","524.191","28.825","3222.801","3101.16"
"4","22","11","124","410","19","3.1","538.042","31.388","3271.195","3147.882"
"4","22","12","74","410","18.4","4.1","489.212","28.646","3014.33","2899.753"
"4","22","13","57","416","18","4.1","478.299","27.917","2957.322","2844.639"
"4","22","14","57","378","17","5.1","433.424","24.86","2718.37","2613.444"
"4","22","15","79","298","18","5.1","358.301","24.35","2249.75","2159.188"
"4","22","16","23","243","17","4.1","252.584","21.788","1604.593","1531.976"
"4","22","17","12","144","16","3.1","145.003","18.475","933.543","877.338"
"4","22","18","0","50","15.3","3.1","48.446","15.154","317.781","274.615"
"4","22","19","0","5","14","1","4.844","11.912","32.238","0"
"4","22","20","0","0","12","0","0","12","0","0"
"4","22","21","0","0","11.3","1","0","11.3","0","0"
"4","22","22","0","0","10","2.1","0","10","0","0"
"4","22","23","0","0","10","2.1","0","10","0","0"
"4","23","0","0","0","9.1","2.1","0","9.1","0","0"
"4","23","1","0","0","9.4","2.1","0","9.4","0","0"
"4","23","2","0","0","9.7","2.1","0","9.7","0","0"
"4","23","3","0","0","10","2.1","0","10","0","0"
"4","23","4","0","0","8","2.1","0","8","0","0"
"4","23","5","0","0","8","1","0","8","0","0"
"4","23","6","12","36","8.4","2.1","35.138","7.266","235.049","193.489"
"4","23","7","258","119","11.2","3.1","191.21","14.176","1164.96","1103.355"
"4","23","8","539","141","14","4.1","410.942","21.856","2517.549","2418.916"
"4","23","9","690","154","16.2","2.1","630.042","32.281","3769.322","3628.106"
"4","23","10","775","155","16.6","2.6","800.825","36.34","4737.398","4557.771"
"4","23","11","809","151","17","3.1","903.331","38.379","5302.807","5098.534"
"4","23","12","664","256","17.5","4.1","912.323","37.369","5385.801","5177.773"
"4","23","13","735","205","18","3.1","913.97","39.836","5328.089","5122.676"
"4","23","14","761","166","18","2.1","839.49","40.739","4864.972","4679.926"
"4","23","15","739","139","18.1","4.1","697.395","33.349","4170.197","4013.655"
"4","23","16","517","171","17","4.1","474.117","27.255","2878.661","2768.563"
"4","23","17","260","145","16","4.1","242.666","20.801","1478.627","1409.266"
"4","23","18","23","66","15","4.1","67.331","15.463","431.53","386.102"
"4","23","19","0","6","13","3.1","5.814","11.567","38.752","0.858"
"4","23","20","0","0","13","2.1","0","13","0","0"
"4","23","21","0","0","12.8","2.1","0","12.8","0","0"
"4","23","22","0","0","11","2.1","0","11","0","0"
"4","23","23","0","0","11","2.1","0","11","0","0"
"4","24","0","0","0","11.3","3.1","0","11.3","0","0"
"4","24","1","0","0","11.5","2.8","0","11.5","0","0"
"4","24","2","0","0","11.8","2.4","0","11.8","0","0"
"4","24","3","0","0","12","2.1","0","12","0","0"
"4","24","4","0","0","11","3.1","0","11","0","0"
"4","24","5","0","0","11","3.1","0","11","0","0"
"4","24","6","0","22","11.5","3.1","21.348","10.239","143.123","103.304"
"4","24","7","8","106","13","4.1","105.273","13.8","691.815","640.96"
"4","24","8","11","210","14","5.1","211.611","16.935","1374.965","1308.223"
"4","24","9","62","277","16.4","5.1","319.717","21.63","2031.951","1947.685"
"4","24","10","67","347","17","6.2","406.04","23.28","2564.799","2464.703"
"4","24","11","82","384","17","8.2","465.589","23.193","2943.284","2831.065"
"4","24","12","82","404","17","7.2","490.378","24.196","3085.822","2968.848"
"4","24","13","82","396","16","7.2","480.368","23.052","3038.919","2923.521"
"4","24","14","81","360","16","6.2","435.063","22.971","2752.588","2646.569"
"4","24","15","64","308","15.5","6.2","357.503","21.068","2279.981","2188.527"
"4","24","16","19","207","15","5.1","214.131","18.403","1381.734","1314.822"
"4","24","17","0","100","15","5.1","97.323","15.902","636.248","586.58"
"4","24","18","0","24","14.7","5.1","23.282","13.967","153.53","113.516"
"4","24","19","0","2","14","4.1","1.937","12.542","12.852","0"
"4","24","20","0","0","13.3","3.4","0","13.3","0","0"
"4","24","21","0","0","12.7","2.8","0","12.7","0","0"
"4","24","22","0","0","12","2.1","0","12","0","0"
"4","24","23","0","0","11.5","2.6","0","11.5","0","0"
"4","25","0","0","0","11","3.1","0","11","0","0"
"4","25","1","0","0","11","3.1","0","11","0","0"
"4","25","2","0","0","10.9","3.1","0","10.9","0","0"
"4","25","3","0","0","10.9","3.1","0","10.9","0","0"
"4","25","4","0","0","11","4.1","0","11","0","0"
"4","25","5","0","0","10","3.1","0","10","0","0"
"4","25","6","0","23","11","3.1","22.319","9.754","149.954","110.007"
"4","25","7","8","108","13","3.1","107.225","13.922","704.34","653.215"
"4","25","8","11","213","15","2.1","214.556","19.252","1379.528","1312.672"
"4","25","9","75","272","15.2","2.1","323.405","22.714","2044.334","1959.717"
"4","25","10","239","368","16","4.1","574.444","27.649","3551.765","3418.524"
"4","25","11","491","320","19","6.2","792.408","32.275","4795.499","4613.414"
"4","25","12","644","273","18.2","4.1","912.638","37.843","5375.113","5167.571"
"4","25","13","477","346","18","5.1","818.626","33.938","4915.215","4728.013"
"4","25","14","263","373","17","4.1","618.2","30.559","3771.424","3630.13"
"4","25","15","63","310","16.6","3.1","358.771","25.074","2245.86","2155.413"
"4","25","16","32","242","17","3.1","256.58","22.416","1624.269","1551.136"
"4","25","17","17","147","16","3.1","149.766","18.6","962.439","905.575"
"4","25","18","0","53","15.3","1","51.333","15.376","336.384","292.853"
"4","25","19","0","6","14","4.1","5.814","12.687","38.559","0.669"
"4","25","20","0","0","13.6","3.6","0","13.6","0","0"
"4","25","21","0","0","13.2","3.1","0","13.2","0","0"
"4","25","22","0","0","12","2.1","0","12","0","0"
"4","25","23","0","0","11.1","2.1","0","11.1","0","0"
"4","26","0","0","0","10.2","2.1","0","10.2","0","0"
"4","26","1","0","0","9","2.1","0","9","0","0"
"4","26","2","0","0","10","2.1","0","10","0","0"
"4","26","3","0","0","8.5","1","0","8.5","0","0"
"4","26","4","0","0","8","2.1","0","8","0","0"
"4","26","5","0","1","7","1","0.987","4.347","6.79","0"
"4","26","6","0","25","8.3","1","24.263","6.439","165.386","125.15"
"4","26","7","168","113","11","0","160.409","15.027","992.644","935.086"
"4","26","8","357","202","14","1","383.293","24.841","2343.888","2250.531"
"4","26","9","635","177","15","2.1","621.175","30.8","3748.164","3607.735"
"4","26","10","699","184","15","4.1","775.691","31.527","4700.437","4522.364"
"4","26","11","625","255","15","4.1","850.273","33.398","5117.184","4921.182"
"4","26","12","502","331","15.4","5.1","836.67","31.576","5082.382","4887.911"
"4","26","13","643","268","17","5.1","895.689","34.284","5368.49","5161.248"
"4","26","14","773","161","18","6.2","845.376","32.574","5102.597","4907.237"
"4","26","15","766","129","17","6.2","708.895","29.158","4326.414","4163.677"
"4","26","16","588","143","17","7.2","490.63","24.452","3013.948","2899.385"
"4","26","17","223","153","16","5.1","237.746","20.087","1463.438","1394.464"
"4","26","18","0","55","15.8","6.2","53.247","15.852","348.183","304.419"
"4","26","19","0","6","15","3.1","5.814","13.569","38.407","0.52"
"4","26","20","0","0","15","3.1","0","15","0","0"
"4","26","21","0","0","13.9","3.1","0","13.9","0","0"
"4","26","22","0","0","13","1","0","13","0","0"
"4","26","23","0","0","14","2.1","0","14","0","0"
"4","27","0","0","0","14","2.1","0","14","0","0"
"4","27","1","0","0","13.7","2.8","0","13.7","0","0"
"4","27","2","0","0","13.4","3.4","0","13.4","0","0"
"4","27","3","0","0","13.1","4.1","0","13.1","0","0"
"4","27","4","0","0","13","4.1","0","13","0","0"
"4","27","5","0","1","13","3.1","0.987","11.284","6.588","0"
"4","27","6","0","36","13.5","1","34.754","12.139","231.055","189.571"
"4","27","7","240","120","16","1","189.96","20.048","1135.24","1074.344"
"4","27","8","519","153","18","5.1","418.908","25.131","2537.312","2438.068"
"4","27","9","685","160","20","5.1","639.431","31.753","3839.275","3695.444"
"4","27","10","785","154","23","6.2","814.573","36.777","4809.785","4627.093"
"4","27","11","851","140","24","7.2","936.207","38.669","5488.411","5275.692"
"4","27","12","852","151","24.6","2.1","983.299","50.562","5422.707","5212.998"
"4","27","13","849","148","26","4.1","962.285","46.807","5412.327","5203.091"
"4","27","14","836","133","26","2.1","871.896","49.311","4833.192","4649.503"
"4","27","15","786","123","26.8","5.1","718.607","40.833","4140.249","3984.88"
"4","27","16","679","119","27","6.2","519.524","35.871","3014.905","2900.309"
"4","27","17","453","120","26","5.1","294.521","31.377","1673.376","1598.947"
"4","27","18","131","78","24.7","4.1","96.825","26.084","552.119","504.219"
"4","27","19","0","9","20.8","3.1","8.725","19.687","56.067","17.858"
"4","27","20","0","0","17","2.1","0","17","0","0"
"4","27","21","0","0","16.4","7.2","0","16.4","0","0"
"4","27","22","0","0","16.3","6.9","0","16.3","0","0"
"4","27","23","0","0","16.1","6.5","0","16.1","0","0"
"4","28","0","0","0","16","6.2","0","16","0","0"
"4","28","1","0","0","15","4.5","0","15","0","0"
"4","28","2","0","0","14","2.7","0","14","0","0"
"4","28","3","0","0","13","1","0","13","0","0"
"4","28","4","0","0","12","1","0","12","0","0"
"4","28","5","0","1","12","1","0.987","9.504","6.64","0"
"4","28","6","0","28","12.3","2.1","27.18","11.024","181.593","141.051"
"4","28","7","6","114","15","2.1","112.478","16.214","732.183","680.455"
"4","28","8","26","210","16","1","219.013","21.393","1391.955","1324.787"
"4","28","9","29","305","16.9","4.1","321.365","22.894","2032.868","1948.575"
"4","28","10","44","307","17","5.1","345.546","22.913","2186.774","2098.058"
"4","28","11","2","302","17","7.2","300.562","21.07","1919.139","1838.039"
"4","28","12","2","221","17.7","8.2","219.331","20.213","1406.005","1338.484"
"4","28","13","1","217","17","8.8","214.317","19.251","1379.94","1313.073"
"4","28","14","1","197","17","8.2","194.176","19.062","1251.331","1187.64"
"4","28","15","0","165","16.9","8.7","161.419","18.403","1043.383","984.65"
"4","28","16","3","173","16","6.2","171.001","18","1106.979","1046.753"
"4","28","17","3","131","16","5.1","128.726","17.456","834.82","780.836"
"4","28","18","0","57","15.6","4.1","55.17","15.564","361.221","317.199"
"4","28","19","0","5","14","2.1","4.844","12.336","32.176","0"
"4","28","20","0","0","15","3.1","0","15","0","0"
"4","28","21","0","0","15.2","5.1","0","15.2","0","0"
"4","28","22","0","0","15.1","4.8","0","15.1","0","0"
"4","28","23","0","0","15.1","4.4","0","15.1","0","0"
"4","29","0","0","0","15","4.1","0","15","0","0"
"4","29","1","0","0","13.8","3.4","0","13.8","0","0"
"4","29","2","0","0","12.5","2.8","0","12.5","0","0"
"4","29","3","0","0","11.3","2.1","0","11.3","0","0"
"4","29","4","0","0","11","2.1","0","11","0","0"
"4","29","5","0","1","11","1","0.987","8.446","6.671","0"
"4","29","6","0","29","11.9","1","28.151","10.268","188.713","148.036"
"4","29","7","7","116","14","2.1","114.722","15.262","749.707","697.598"
"4","29","8","26","213","16","5.1","221.997","19.176","1425.491","1357.479"
"4","29","9","75","279","17","7.2","330.793","21.42","2104.056","2017.732"
"4","29","10","81","346","18","7.2","416.491","23.9","2623.127","2521.21"
"4","29","11","82","392","18","7.2","473.865","24.896","2971.92","2858.754"
"4","29","12","81","411","17.1","8.2","496.555","23.806","3130.438","3011.954"
"4","29","13","5","393","18","5.1","395.921","25.177","2480.114","2382.631"
"4","29","14","8","278","18","5.1","281.323","22.803","1781.851","1704.515"
"4","29","15","1","164","16.9","4.1","161.16","19.53","1036.314","977.744"
"4","29","16","0","122","17","4.1","118.915","18.454","768.461","715.942"
"4","29","17","0","73","16.3","3.1","70.945","16.648","462.245","416.194"
"4","29","18","0","27","15.6","2.1","26.196","14.615","172.247","131.881"
"4","29","19","0","3","15","3.1","2.905","13.427","19.206","0"
"4","29","20","0","0","14","2.1","0","14","0","0"
"4","29","21","0","0","14.2","2.1","0","14.2","0","0"
"4","29","22","0","0","13","3.1","0","13","0","0"
"4","29","23","0","0","13","1","0","13","0","0"
"4","30","0","0","0","12.7","3.1","0","12.7","0","0"
"4","30","1","0","0","12.2","2.8","0","12.2","0","0"
"4","30","2","0","0","11.6","2.4","0","11.6","0","0"
"4","30","3","0","0","11.1","2.1","0","11.1","0","0"
"4","30","4","0","0","11","2.1","0","11","0","0"
"4","30","5","0","1","11","1","0.987","8.436","6.671","0"
"4","30","6","0","31","11.6","1","30.097","10.026","201.967","161.038"
"4","30","7","11","118","13","1","117.886","14.594","771.382","718.799"
"4","30","8","11","224","16","1","225.281","21.621","1432.989","1364.787"
"4","30","9","77","281","18","1","334.263","27.595","2065.434","1980.216"
"4","30","10","102","391","19","3.1","480.73","29.606","2946.822","2834.486"
"4","30","11","189","429","20","3.1","618.096","34.106","3708.427","3569.468"
"4","30","12","267","434","20.5","4.1","714.14","35.627","4253.21","4093.392"
"4","30","13","531","309","20","5.1","833.987","35.929","4958.675","4769.596"
"4","30","14","639","249","21","4.1","825.71","38.853","4833.192","4649.504"
"4","30","15","746","142","20.9","4.1","712.747","36.394","4201.358","4043.591"
"4","30","16","659","128","20","5.1","520.065","29.929","3111.137","2993.308"
"4","30","17","440","125","19","4.1","296.667","25.085","1743.423","1667.124"
"4","30","18","138","82","16.7","3.1","102.573","18.279","606.689","557.647"
"4","30","19","0","11","15.5","2.1","10.667","14.196","70.27","31.801"
"4","30","20","0","0","14.2","3.1","0","14.2","0","0"
"4","30","21","0","0","13","1","0","13","0","0"
"4","30","22","0","0","12","1","0","12","0","0"
"4","30","23","0","0","11.3","0.5","0","11.3","0","0"
"5","1","0","0","0","11","2.1","0","11","0","0"
"5","1","1","0","0","10.8","2.1","0","10.8","0","0"
"5","1","2","0","0","10.7","2.1","0","10.7","0","0"
