PVWatts: Hourly PV Performance Data;;;;;;;;;;
Requested Location:;montpelleir, france;;;;;;;;;
Location:;MONTPELLIER, FRANCE;;;;;;;;;
Lat (deg N):;43.58;;;;;;;;;
Lng (deg E):;3.97;;;;;;;;;
Elev (m):;6;;;;;;;;;
DC System Size (kW):;8.505;;;;;;;;;
Module Type:;Premium;;;;;;;;;
Array Type:;Fixed (open rack);;;;;;;;;
Array Tilt (deg):;0;;;;;;;;;
Array Azimuth (deg):;180;;;;;;;;;
System Losses:;14.08;;;;;;;;;
Invert Efficiency:;96;;;;;;;;;
DC to AC Size Ratio:;1.2;;;;;;;;;
;;;;;;;;;;
Month;Day;Hour;Beam Irradiance (W/m^2);Diffuse Irradiance (W/m^2);Ambient Temperature (C);Wind Speed (m/s);Plane of Array Irradiance (W/m^2);Cell Temperature (C);DC Array Output (W);AC System Output (W)
11;29;20;0;0;11;6.2;0;11;0;0
11;29;21;0;0;11.3;8.2;0;11.3;0;0
11;29;22;0;0;11;6.7;0;11;0;0
11;29;23;0;0;10;7.7;0;10;0;0
11;30;0;0;0;12.1;7.2;0;12.1;0;0
11;30;1;0;0;12;6.2;0;12;0;0
11;30;2;0;0;11.7;5.1;0;11.7;0;0
11;30;3;0;0;11.5;4.1;0;11.5;0;0
11;30;4;0;0;11;4.6;0;11;0;0
11;30;5;0;0;12.9;6.7;0;12.9;0;0
11;30;6;0;0;14.9;8.7;0;14.9;0;0
11;30;7;0;0;15;8.2;0;15;0;0
11;30;8;0;18;15;6.2;18;14.129;136.539;90.652
11;30;9;36;76;15.8;9.8;83.78;16.04;616.585;561.273
11;30;10;20;142;16;11.3;148.485;17.028;1109.082;1043.055
11;30;11;42;177;17;12.9;193.517;18.468;1436.243;1362.512
11;30;12;43;191;17.4;9.8;208.984;19.409;1547.604;1471.144
11;30;13;42;179;18;10.3;195.693;19.79;1446.106;1372.135
11;30;14;31;144;17;12.9;154.304;18.064;1145.549;1078.686
11;30;15;10;90;12.1;4.1;92.276;12.885;698.814;641.787
11;30;16;0;23;11;3.1;23;10.02;176.884;130.243
11;30;17;0;0;11;0;0;11;0;0
11;30;18;0;0;9.7;1;0;9.7;0;0
11;30;19;0;0;9.1;2.6;0;9.1;0;0
11;30;20;0;0;8.8;0;0;8.8;0;0
11;30;21;0;0;8.8;2.1;0;8.8;0;0
11;30;22;0;0;9;5.1;0;9;0;0
11;30;23;0;0;9.3;6.2;0;9.3;0;0
12;1;0;0;0;9.5;3.1;0;9.5;0;0
12;1;1;0;0;9.5;3.1;0;9.5;0;0
12;1;2;0;0;9.3;3.1;0;9.3;0;0
12;1;3;0;0;9;3.1;0;9;0;0
12;1;4;0;0;8.8;3.1;0;8.8;0;0
12;1;5;0;0;8.8;3.1;0;8.8;0;0
12;1;6;0;0;8.5;3.1;0;8.5;0;0
12;1;7;0;0;9;3.1;0;9;0;0
12;1;8;0;23;10;3.1;22.979;8.754;177.465;130.813
12;1;9;32;76;10.2;3.1;82.849;10.49;622.679;567.242
12;1;10;7;122;11;3.1;124.256;12.473;945.572;883.221
12;1;11;0;127;11;3.1;127;12.651;968.165;905.312
12;1;12;0;96;11.1;4.1;96;11.897;733.693;675.929
12;1;13;0;89;11;3.1;89;11.648;680.761;624.113
12;1;14;0;70;11;4.1;70;11.141;536.337;482.671
12;1;15;0;42;11.2;2.1;42;10.557;322.43;273.012
12;1;16;0;15;11;3.1;15;9.688;115.487;69.989
12;1;17;0;0;11;2.1;0;11;0;0
12;1;18;0;0;12;3.1;0;12;0;0
12;1;19;0;0;13;3.1;0;13;0;0
12;1;20;0;0;12;2.1;0;12;0;0
12;1;21;0;0;12.2;3.1;0;12.2;0;0
12;1;22;0;0;12;3.1;0;12;0;0
12;1;23;0;0;10;3.1;0;10;0;0
12;2;0;0;0;10.8;3.1;0;10.8;0;0
12;2;1;0;0;10.9;3.1;0;10.9;0;0
12;2;2;0;0;11.1;3.1;0;11.1;0;0
12;2;3;0;0;11.2;3.1;0;11.2;0;0
12;2;4;0;0;11;3.1;0;11;0;0
12;2;5;0;0;11;3.1;0;11;0;0
12;2;6;0;0;11.2;3.1;0;11.2;0;0
12;2;7;0;0;11;3.1;0;11;0;0
12;2;8;0;17;12;3.1;17;10.642;130.47;84.695
12;2;9;46;71;12;3.1;80.709;12.247;596.745;541.843
12;2;10;22;138;12.5;3.1;145.026;14.489;1091.726;1026.095
12;2;11;17;182;13;3.1;188.608;16.217;1416.384;1343.135
12;2;12;43;187;12.9;3.1;204.808;16.62;1530.847;1454.801
12;2;13;17;185;13;2.1;191.696;16.951;1436.143;1362.414
12;2;14;17;146;13;3.6;151.6;15.311;1140.132;1073.394
12;2;15;10;87;13.1;5.1;89.252;13.719;673.869;617.366
12;2;16;0;22;12;3.1;22;11.004;168.64;122.154
12;2;17;0;0;12;4.1;0;12;0;0
12;2;18;0;0;12.6;4.1;0;12.6;0;0
12;2;19;0;0;13;3.1;0;13;0;0
12;2;20;0;0;13;1;0;13;0;0
12;2;21;0;0;12.8;2.1;0;12.8;0;0
12;2;22;0;0;12.5;2.1;0;12.5;0;0
12;2;23;0;0;12.3;2.1;0;12.3;0;0
12;3;0;0;0;12;2.1;0;12;0;0
12;3;1;0;0;12;3.1;0;12;0;0
12;3;2;0;0;11;3.1;0;11;0;0
12;3;3;0;0;11;3.1;0;11;0;0
12;3;4;0;0;10;4.1;0;10;0;0
12;3;5;0;0;10;2.1;0;10;0;0
12;3;6;0;0;10.8;2.1;0;10.8;0;0
12;3;7;0;0;10.9;3.1;0;10.9;0;0
12;3;8;0;17;11;4.1;17;9.781;130.845;85.063
12;3;9;28;74;11.6;3.1;79.829;11.819;598.407;543.471
12;3;10;22;137;12;4.1;143.965;13.763;1086.279;1020.772
12;3;11;42;172;13;3.1;188.218;16.205;1407.168;1334.141
12;3;12;44;186;13.3;3.1;204.121;17.005;1523.365;1447.504
12;3;13;42;175;14;3.1;191.461;17.447;1425.788;1352.311
12;3;14;17;145;14;2.1;150.572;16.799;1126.634;1060.205
12;3;15;10;87;13.8;5.1;89.239;14.426;672.16;615.692
12;3;16;0;22;13;5.1;22;12.206;167.964;121.49
12;3;17;0;0;13;6.2;0;13;0;0
12;3;18;0;0;13.3;7.2;0;13.3;0;0
12;3;19;0;0;13;3.1;0;13;0;0
12;3;20;0;0;13;5.1;0;13;0;0
12;3;21;0;0;13;6.2;0;13;0;0
12;3;22;0;0;13;5.1;0;13;0;0
12;3;23;0;0;13;5.1;0;13;0;0
12;4;0;0;0;13;5.1;0;13;0;0
12;4;1;0;0;11;3.1;0;11;0;0
12;4;2;0;0;11;2.1;0;11;0;0
12;4;3;0;0;11;3.1;0;11;0;0
12;4;4;0;0;11;2.1;0;11;0;0
12;4;5;0;0;11;3.1;0;11;0;0
12;4;6;0;0;10.6;3.1;0;10.6;0;0
12;4;7;0;0;10;3.1;0;10;0;0
12;4;8;0;16;11;4.1;16;9.759;123.157;77.517
12;4;9;27;73;11.6;4.1;78.545;11.781;589.044;534.3
12;4;10;18;137;12;3.1;142.651;13.92;1076.971;1011.675
12;4;11;42;170;13;5.1;186.114;15.488;1394.605;1321.88
12;4;12;42;186;13.6;4.1;203.205;16.907;1517.363;1441.649
12;4;13;42;174;14;5.1;190.383;16.681;1421.332;1347.962
12;4;14;17;145;14;5.1;150.547;15.886;1129.915;1063.411
12;4;15;8;87;13.9;4.1;88.782;14.624;669.06;612.658
12;4;16;0;22;13;4.1;22;12.108;168.019;121.544
12;4;17;0;0;13;3.1;0;13;0;0
12;4;18;0;0;12.9;4.1;0;12.9;0;0
12;4;19;0;0;13;3.1;0;13;0;0
12;4;20;0;0;13;4.1;0;13;0;0
12;4;21;0;0;13.5;6.2;0;13.5;0;0
12;4;22;0;0;13;5.1;0;13;0;0
12;4;23;0;0;13;7.2;0;13;0;0
12;5;0;0;0;13.4;8.2;0;13.4;0;0
12;5;1;0;0;13;7.2;0;13;0;0
12;5;2;0;0;13;6.7;0;13;0;0
12;5;3;0;0;13;6.2;0;13;0;0
12;5;4;0;0;13;8.2;0;13;0;0
12;5;5;0;0;13;8.5;0;13;0;0
12;5;6;0;0;13;8.7;0;13;0;0
12;5;7;0;0;13;8.2;0;13;0;0
12;5;8;0;13;13.4;9.5;13;12.67;99.097;53.902
12;5;9;38;69;13.8;10.8;76.7;13.921;566.123;511.85
12;5;10;149;130;14;12.9;176.389;15.223;1284.274;1214.18
12;5;11;292;157;14;9.8;268.34;16.735;1942.875;1856.291
12;5;12;457;135;15;9.8;321.26;18.498;2296.061;2199.852
12;5;13;325;148;15;9.8;274.204;17.922;1972.726;1885.349
12;5;14;154;137;14;11.8;187.032;15.526;1363.79;1291.805
12;5;15;10;85;14.2;11.8;87.217;14.532;656.587;600.445
12;5;16;0;21;14;10.8;21;13.487;159.641;113.323
12;5;17;0;0;14;11.8;0;14;0;0
12;5;18;0;0;14;10.8;0;14;0;0
12;5;19;0;0;14;11.8;0;14;0;0
12;5;20;0;0;14;11.8;0;14;0;0
12;5;21;0;0;13.7;11.8;0;13.7;0;0
12;5;22;0;0;14;10.8;0;14;0;0
12;5;23;0;0;13;10.8;0;13;0;0
12;6;0;0;0;10;8.7;0;10;0;0
12;6;1;0;0;10;5.1;0;10;0;0
12;6;2;0;0;9.8;5.6;0;9.8;0;0
12;6;3;0;0;9.6;6.2;0;9.6;0;0
12;6;4;0;0;9;4.1;0;9;0;0
12;6;5;0;0;10;3.1;0;10;0;0
12;6;6;0;0;9.5;3.1;0;9.5;0;0
12;6;7;0;0;10;1;0;10;0;0
12;6;8;0;15;10;3.1;15;8.557;115.921;70.415
12;6;9;25;71;10.3;4.1;76;10.407;572.982;518.568
12;6;10;218;136;12;2.1;203.327;15.819;1461.755;1387.404
12;6;11;491;126;13;3.1;312.107;19.331;2200.346;2106.799
12;6;12;636;105;16;7.2;362.963;21.01;2543.421;2440.147
12;6;13;521;120;16;7.2;321.466;20.407;2257.866;2162.724
12;6;14;286;126;16;7.2;218.554;18.735;1543.074;1466.726
12;6;15;20;84;15;4.1;88.416;15.876;658.553;602.37
12;6;16;0;24;13;3.1;23.999;12.068;183.307;136.546
12;6;17;0;0;12;3.1;0;12;0;0
12;6;18;0;0;10;1;0;10;0;0
12;6;19;0;0;8;2.1;0;8;0;0
12;6;20;0;0;7;2.1;0;7;0;0
12;6;21;0;0;7;2.1;0;7;0;0
12;6;22;0;0;6;1;0;6;0;0
12;6;23;0;0;5;0;0;5;0;0
12;7;0;0;0;4.2;2.1;0;4.2;0;0
12;7;1;0;0;4;0;0;4;0;0
12;7;2;0;0;3.5;0.5;0;3.5;0;0
12;7;3;0;0;3.1;1;0;3.1;0;0
12;7;4;0;0;3;2.1;0;3;0;0
12;7;5;0;0;3;2.1;0;3;0;0
12;7;6;0;0;2.4;1;0;2.4;0;0
12;7;7;0;0;2;1;0;2;0;0
12;7;8;32;25;2;1;26.726;0.104;200.97;153.876
12;7;9;270;82;4.9;3.1;135.31;6.442;934.957;872.84
12;7;10;400;114;9;2.1;236.576;13.916;1662.277;1582.95
12;7;11;307;153;10;4.1;268.701;14.814;1953.119;1866.263
12;7;12;73;172;10.1;3.1;201.473;13.937;1511.981;1436.4
12;7;13;41;173;11;3.1;188.792;14.356;1420.569;1347.217
12;7;14;30;139;11;3.1;148.674;13.35;1121.188;1054.884
12;7;15;9;86;11;3.1;87.98;11.764;668.96;612.559
12;7;16;0;21;11;2.1;21;9.835;161.603;115.248
12;7;17;0;0;10;3.1;0;10;0;0
12;7;18;0;0;10.1;2.1;0;10.1;0;0
12;7;19;0;0;9;4.1;0;9;0;0
12;7;20;0;0;9;4.1;0;9;0;0
12;7;21;0;0;8.8;3.1;0;8.8;0;0
12;7;22;0;0;8.5;3.1;0;8.5;0;0
12;7;23;0;0;8.3;3.1;0;8.3;0;0
12;8;0;0;0;8;3.1;0;8;0;0
12;8;1;0;0;7.7;3.1;0;7.7;0;0
12;8;2;0;0;7.5;3.1;0;7.5;0;0
12;8;3;0;0;7.2;3.1;0;7.2;0;0
12;8;4;0;0;7;3.1;0;7;0;0
12;8;5;0;0;7;3.1;0;7;0;0
12;8;6;0;0;7.3;3.1;0;7.3;0;0
12;8;7;0;0;8;2.1;0;8;0;0
12;8;8;0;14;8;0;14;4.329;109.706;64.316
12;8;9;24;69;8.9;0;73.679;8.166;559.67;505.529
12;8;10;18;132;10;1;137.474;12.449;1042.643;978.124
12;8;11;41;166;11;2.1;181.368;14.427;1363.555;1291.576
12;8;12;42;182;12.8;3.1;198.884;16.358;1487.369;1412.392
12;8;13;40;172;14;2.1;187.351;17.82;1393.372;1320.677
12;8;14;29;139;14;3.1;148.322;16.364;1107.454;1041.465
12;8;15;10;85;13;4.1;87.194;13.672;658.296;602.118
12;8;16;0;21;13;6.2;21;12.269;160.295;113.965
12;8;17;0;0;12;6.2;0;12;0;0
12;8;18;0;0;12;6.2;0;12;0;0
12;8;19;0;0;11;3.1;0;11;0;0
12;8;20;0;0;11;3.1;0;11;0;0
12;8;21;0;0;12.2;4.1;0;12.2;0;0
12;8;22;0;0;13;6.2;0;13;0;0
12;8;23;0;0;13;5.1;0;13;0;0
12;9;0;0;0;13;4.1;0;13;0;0
12;9;1;0;0;12.2;3.4;0;12.2;0;0
12;9;2;0;0;11.4;2.8;0;11.4;0;0
12;9;3;0;0;10.6;2.1;0;10.6;0;0
12;9;4;0;0;10;1;0;10;0;0
12;9;5;0;0;10;1;0;10;0;0
12;9;6;0;0;10.1;3.1;0;10.1;0;0
12;9;7;0;0;10;2.1;0;10;0;0
12;9;8;0;6;9;3.1;6;7.319;46.558;2.325
12;9;9;0;33;9.1;3.1;33;8.103;255.409;207.282
12;9;10;0;90;9;5.1;90;9.397;693.59;636.673
12;9;11;17;146;9;3.1;152.339;11.16;1162.564;1095.31
12;9;12;61;174;9.9;3.1;198.423;13.354;1494.405;1419.255
12;9;13;40;171;10;2.1;186.3;13.767;1404.618;1331.652
12;9;14;30;138;11;1;147.616;14.419;1109.08;1043.053
12;9;15;9;85;10.6;1;86.969;11.776;661.195;604.956
12;9;16;0;21;10;1;21;8.57;162.282;115.914
12;9;17;0;0;9.9;1.5;0;9.9;0;0
12;9;18;0;0;9.9;2.1;0;9.9;0;0
12;9;19;0;0;10;2.1;0;10;0;0
12;9;20;0;0;9;3.1;0;9;0;0
12;9;21;0;0;9;3.1;0;9;0;0
12;9;22;0;0;8;4.1;0;8;0;0
12;9;23;0;0;7;3.1;0;7;0;0
12;10;0;0;0;6.3;2.1;0;6.3;0;0
12;10;1;0;0;6;2.1;0;6;0;0
12;10;2;0;0;5;2.1;0;5;0;0
12;10;3;0;0;4.1;2.1;0;4.1;0;0
12;10;4;0;0;3;0;0;3;0;0
12;10;5;0;0;3;2.1;0;3;0;0
12;10;6;0;0;3.2;3.1;0;3.2;0;0
12;10;7;0;0;3;6.2;0;3;0;0
12;10;8;0;24;3;2.1;23.826;1.468;188.449;141.59
12;10;9;280;79;5.7;2.1;132.288;7.333;903.434;842.011
12;10;10;620;65;9;2.1;250.897;14.295;1691.216;1611.156
12;10;11;704;74;11;4.1;335.214;17.307;2328.672;2231.546
12;10;12;744;72;12.2;3.1;368.753;20.219;2563.904;2460.032
12;10;13;728;71;13;3.1;348.627;20.623;2402.788;2303.563
12;10;14;623;76;12.8;3.1;275.197;18.623;1859.453;1775.062
12;10;15;451;64;12.6;3.1;162.483;15.524;1041.172;976.685
12;10;16;116;30;10;2.1;39.774;9.606;262.325;214.065
12;10;17;0;0;9;4.1;0;9;0;0
12;10;18;0;0;8;1;0;8;0;0
12;10;19;0;0;6;4.1;0;6;0;0
12;10;20;0;0;6;5.1;0;6;0;0
12;10;21;0;0;4;3.1;0;4;0;0
12;10;22;0;0;3;2.1;0;3;0;0
12;10;23;0;0;2;2.6;0;2;0;0
12;11;0;0;0;1;3.1;0;1;0;0
12;11;1;0;0;0;2.1;0;0;0;0
12;11;2;0;0;-0.2;2.1;0;-0.2;0;0
12;11;3;0;0;-0.4;2.1;0;-0.4;0;0
12;11;4;0;0;-1;1;0;-1;0;0
12;11;5;0;0;-1;1;0;-1;0;0
12;11;6;0;0;-1.6;1;0;-1.6;0;0
12;11;7;0;0;-2;2.1;0;-2;0;0
12;11;8;0;23;-1;2.1;22.846;-2.605;183.079;136.322
12;11;9;249;84;3;2.1;130.842;4.572;913.844;852.192
12;11;10;592;74;7;3.1;250.318;11.651;1710.284;1629.74
12;11;11;704;72;9;5.1;331.999;14.46;2325.709;2228.667
12;11;12;718;77;9.9;4.1;362.38;16.964;2550.026;2446.559
12;11;13;642;90;10;4.1;334.166;16.512;2349.408;2251.698
12;11;14;446;112;11;4.1;254.307;15.713;1776.424;1694.186
12;11;15;248;87;10.2;4.1;141.076;12.251;973.701;910.725
12;11;16;39;32;8;3.1;35.239;7.412;258.464;210.278
12;11;17;0;0;6;3.1;0;6;0;0
12;11;18;0;0;4.7;0;0;4.7;0;0
12;11;19;0;0;4;3.1;0;4;0;0
12;11;20;0;0;4;3.1;0;4;0;0
12;11;21;0;0;3.1;3.1;0;3.1;0;0
12;11;22;0;0;3;2.1;0;3;0;0
12;11;23;0;0;3;3.1;0;3;0;0
12;12;0;0;0;2.1;5.1;0;2.1;0;0
12;12;1;0;0;2;3.1;0;2;0;0
12;12;2;0;0;2.4;3.1;0;2.4;0;0
12;12;3;0;0;2.8;3.1;0;2.8;0;0
12;12;4;0;0;2;3.1;0;2;0;0
12;12;5;0;0;2;1;0;2;0;0
12;12;6;0;0;1.8;1;0;1.8;0;0
12;12;7;0;0;2;2.1;0;2;0;0
12;12;8;0;23;3;4.1;22.829;1.828;180.35;133.644
12;12;9;247;83;3.6;8.2;128.948;4.435;900.086;838.736
12;12;10;592;73;5.3;8.2;248.196;7.972;1713.741;1633.109
12;12;11;705;74;7;8.2;333.23;11.026;2360.686;2262.657
12;12;12;746;71;7.2;6.2;366.555;12.721;2610.933;2505.684
12;12;13;728;71;7.7;6.9;347.208;12.575;2457.24;2356.457
12;12;14;626;75;8.2;7.5;274.399;11.672;1895.855;1810.51
12;12;15;453;64;8.7;8.2;162.688;10.277;1060.262;995.345
12;12;16;102;31;7;3.1;39.592;6.568;268.898;220.512
12;12;17;0;0;5;3.1;0;5;0;0
12;12;18;0;0;5.2;5.1;0;5.2;0;0
12;12;19;0;0;4.6;5.1;0;4.6;0;0
12;12;20;0;0;3.9;5.1;0;3.9;0;0
12;12;21;0;0;3.3;5.1;0;3.3;0;0
12;12;22;0;0;1.1;2.6;0;1.1;0;0
12;12;23;0;0;-1;0;0;-1;0;0
12;13;0;0;0;-1.7;0;0;-1.7;0;0
12;13;1;0;0;-1;2.1;0;-1;0;0
12;13;2;0;0;0;1.5;0;0;0;0
12;13;3;0;0;1;1;0;1;0;0
12;13;4;0;0;3;9.3;0;3;0;0
12;13;5;0;0;2;4.1;0;2;0;0
12;13;6;0;0;1.8;5.1;0;1.8;0;0
12;13;7;0;0;1;6.2;0;1;0;0
12;13;8;0;22;2;4.1;21.854;0.8;173.223;126.65
12;13;9;246;82;2.9;2.1;127.27;4.368;887.387;826.315
12;13;10;595;73;4;4.1;248.019;8.089;1709.565;1629.039
12;13;11;705;74;5.5;4.1;332.172;11.703;2346.198;2248.578
12;13;12;750;70;7.1;4.1;366.269;14.235;2593.696;2488.953
12;13;13;730;70;8;5.1;346.388;13.92;2438.843;2338.588
12;13;14;628;75;8;4.1;274.771;13.166;1888.299;1803.153
12;13;15;453;63;7.9;4.1;161.654;10.427;1051.766;987.041
12;13;16;102;31;7;3.1;39.628;6.566;269.133;220.743
12;13;17;0;0;5;3.1;0;5;0;0
12;13;18;0;0;4;3.1;0;4;0;0
12;13;19;0;0;2;1;0;2;0;0
12;13;20;0;0;1;2.1;0;1;0;0
12;13;21;0;0;0.5;3.1;0;0.5;0;0
12;13;22;0;0;0;2.1;0;0;0;0
12;13;23;0;0;0;0;0;0;0;0
12;14;0;0;0;-0.9;1;0;-0.9;0;0
12;14;1;0;0;-1.3;1.4;0;-1.3;0;0
12;14;2;0;0;-1.6;1.7;0;-1.6;0;0
12;14;3;0;0;-2;2.1;0;-2;0;0
12;14;4;0;0;-3;1;0;-3;0;0
12;14;5;0;0;-2;1;0;-2;0;0
12;14;6;0;0;-2.4;1;0;-2.4;0;0
12;14;7;0;0;-1.7;2;0;-1.7;0;0
12;14;8;0;21;-1;3.1;20.881;-2.431;167.235;120.774
12;14;9;202;81;0.9;1;117.788;2.29;838.242;778.239
12;14;10;476;87;4;1;226.214;9.647;1573.851;1496.74
12;14;11;390;154;7;2.1;296.277;13.859;2142.319;2050.366
12;14;12;367;172;9.6;2.1;316.592;17.228;2287.1;2191.141
12;14;13;314;169;11;1;287.674;19.648;2060.972;1971.23
12;14;14;270;131;12;1;216.808;18.223;1536.13;1459.953
12;14;15;111;95;10.4;1;119.178;13.042;861.252;800.75
12;14;16;21;31;9;1;32.774;8.14;245.596;197.656
12;14;17;0;0;6;1;0;6;0;0
12;14;18;0;0;5.2;2.1;0;5.2;0;0
12;14;19;0;0;4;2.1;0;4;0;0
12;14;20;0;0;4;2.1;0;4;0;0
12;14;21;0;0;3.3;3.1;0;3.3;0;0
12;14;22;0;0;2.7;2.8;0;2.7;0;0
12;14;23;0;0;2.2;2.4;0;2.2;0;0
12;15;0;0;0;1.6;2.1;0;1.6;0;0
12;15;1;0;0;1.7;1.7;0;1.7;0;0
12;15;2;0;0;1.9;1.4;0;1.9;0;0
12;15;3;0;0;2;1;0;2;0;0
12;15;4;0;0;3;1;0;3;0;0
12;15;5;0;0;2;0;0;2;0;0
12;15;6;0;0;1.3;3.1;0;1.3;0;0
12;15;7;0;0;0.6;3.1;0;0.6;0;0
12;15;8;0;20;0;3.1;19.909;-1.447;158.95;112.645
12;15;9;264;75;4.8;2.1;122.603;6.141;837.567;777.579
12;15;10;597;66;9;1;239.661;15.095;1604.17;1526.303
12;15;11;674;77;11;2.1;322.026;18.575;2223.057;2128.882
12;15;12;682;83;13.2;3.1;351.068;20.761;2438.906;2338.649
12;15;13;662;83;15;2.1;332.835;23.209;2279.277;2183.537
12;15;14;555;88;15;2.1;264.283;21.333;1781.503;1699.134
12;15;15;417;66;13.7;2.1;156.901;16.916;1008.13;944.386
12;15;16;109;30;11;1;39.361;10.622;260.678;212.45
12;15;17;0;0;8;3.1;0;8;0;0
12;15;18;0;0;7.6;1;0;7.6;0;0
12;15;19;0;0;6;1;0;6;0;0
12;15;20;0;0;5.6;2;0;5.6;0;0
12;15;21;0;0;5.2;3.1;0;5.2;0;0
12;15;22;0;0;4;1;0;4;0;0
12;15;23;0;0;4;3.1;0;4;0;0
12;16;0;0;0;3.8;2.1;0;3.8;0;0
12;16;1;0;0;3.2;1.4;0;3.2;0;0
12;16;2;0;0;2.6;0.7;0;2.6;0;0
12;16;3;0;0;2;0;0;2;0;0
12;16;4;0;0;1;1;0;1;0;0
12;16;5;0;0;1;0;0;1;0;0
12;16;6;0;0;1.8;1;0;1.8;0;0
12;16;7;0;0;3;2.1;0;3;0;0
12;16;8;0;20;5;2.1;19.898;3.385;156.404;110.146
12;16;9;257;74;7.8;3.1;119.903;8.966;811.913;752.478
12;16;10;591;66;11;3.1;237.049;15.308;1584.51;1507.134
12;16;11;677;77;13.9;3.6;322.334;20.227;2211.194;2117.347
12;16;12;719;75;16.8;4.1;357.035;23.782;2447.915;2347.399
12;16;13;696;76;18;4.1;338.369;24.648;2299.494;2203.188
12;16;14;585;83;19;4.1;268.779;24.112;1787.975;1705.439
12;16;15;443;63;19.5;2.1;159.693;22.867;997.916;934.401
12;16;16;111;30;17;2.1;39.628;16.719;256.525;208.377
12;16;17;0;0;14;2.1;0;14;0;0
12;16;18;0;0;13.6;4.1;0;13.6;0;0
12;16;19;0;0;10;2.1;0;10;0;0
12;16;20;0;0;6;1;0;6;0;0
12;16;21;0;0;5.3;1;0;5.3;0;0
12;16;22;0;0;5;2.1;0;5;0;0
12;16;23;0;0;5;3.1;0;5;0;0
12;17;0;0;0;5.5;1;0;5.5;0;0
12;17;1;0;0;5.2;1.7;0;5.2;0;0
12;17;2;0;0;4.9;2.4;0;4.9;0;0
12;17;3;0;0;4.6;3.1;0;4.6;0;0
12;17;4;0;0;4.5;3.1;0;4.5;0;0
12;17;5;0;0;4.3;3.1;0;4.3;0;0
12;17;6;0;0;4.2;3.1;0;4.2;0;0
12;17;7;0;0;5.1;2.8;0;5.1;0;0
12;17;8;0;19;6.1;2.4;18.929;4.553;148.222;102.117
12;17;9;260;73;7;2.1;119.022;8.257;805.557;746.26
12;17;10;601;64;12;1.5;237.129;17.387;1569.686;1492.678
12;17;11;686;75;17;1;322.882;26.302;2165.859;2073.261
12;17;12;725;74;18.6;1;357.895;29.382;2404.465;2305.193
12;17;13;701;75;19;1;339.041;29.366;2264.959;2169.619
12;17;14;619;73;19;0;269.617;30.511;1743.739;1662.34
12;17;15;455;61;20.2;1;160.494;24.56;993.242;929.831
12;17;16;114;30;14;2.1;39.981;13.672;260.583;212.357
12;17;17;0;0;12.4;2.1;0;12.4;0;0
12;17;18;0;0;10.9;2.1;0;10.9;0;0
12;17;19;0;0;11;2.1;0;11;0;0
12;17;20;0;0;8;2.1;0;8;0;0
12;17;21;0;0;6.2;0;0;6.2;0;0
12;17;22;0;0;4;1;0;4;0;0
12;17;23;0;0;3;2.1;0;3;0;0
12;18;0;0;0;2.9;2.1;0;2.9;0;0
12;18;1;0;0;3;1;0;3;0;0
12;18;2;0;0;2.7;1;0;2.7;0;0
12;18;3;0;0;2.7;1;0;2.7;0;0
12;18;4;0;0;2.3;1.2;0;2.3;0;0
12;18;5;0;0;2;1.3;0;2;0;0
12;18;6;0;0;1.6;1.5;0;1.6;0;0
12;18;7;0;0;1;2.1;0;1;0;0
12;18;8;0;18;2;1;17.96;-0.201;142.819;96.814
12;18;9;243;73;5.7;1;115.649;7.037;790.07;731.105
12;18;10;568;69;10;0;231.916;18.11;1537.579;1461.367
12;18;11;650;82;14;2.1;316.274;21.384;2163.588;2071.052
12;18;12;693;80;13.7;1;350.976;24.302;2404.521;2305.247
12;18;13;656;84;15;1;330.972;25.13;2251.395;2156.433
12;18;14;559;82;18;3.1;259.663;23.423;1733.542;1652.405
12;18;15;388;68;16.9;4.1;153.044;19.307;983.285;920.096
12;18;16;46;33;15;4.1;37.063;14.607;263.261;214.983
12;18;17;0;0;11;3.1;0;11;0;0
12;18;18;0;0;8;1;0;8;0;0
12;18;19;0;0;7;2.1;0;7;0;0
12;18;20;0;0;5;3.1;0;5;0;0
12;18;21;0;0;5;1;0;5;0;0
12;18;22;0;0;3;2.1;0;3;0;0
12;18;23;0;0;2;2.1;0;2;0;0
12;19;0;0;0;2.1;2.1;0;2.1;0;0
12;19;1;0;0;2;3.1;0;2;0;0
12;19;2;0;0;3.3;3.1;0;3.3;0;0
12;19;3;0;0;4.7;3.1;0;4.7;0;0
12;19;4;0;0;3;1;0;3;0;0
12;19;5;0;0;2;2.1;0;2;0;0
12;19;6;0;0;1.2;1;0;1.2;0;0
12;19;7;0;0;1;2.1;0;1;0;0
12;19;8;0;15;3;2.1;15;1.219;118.736;73.178
12;19;9;14;61;4.9;4.1;63.438;4.675;490.262;437.528
12;19;10;18;122;9;6.2;127.142;10.043;971.262;908.341
12;19;11;41;160;11;4.1;174.744;13.529;1316.72;1245.858
12;19;12;62;171;12.2;3.1;195.216;15.648;1457.859;1383.603
12;19;13;271;169;11;4.1;271.011;15.786;1973.408;1886.013
12;19;14;411;121;12;3.1;251.751;17.06;1759.847;1678.036
12;19;15;334;87;13.3;6.2;160.419;15.2;1075.25;1009.993
12;19;16;100;32;11;3.1;40.92;10.644;275.491;226.979
12;19;17;0;0;10;6.2;0;10;0;0
12;19;18;0;0;8;6.2;0;8;0;0
