"PVWatts: Hourly PV Performance Data"
"Requested Location:","toulouse"
"Location:","MONTPELLIER, FRANCE"
"Lat (deg N):","43.58"
"Lng (deg E):","3.97"
"Elev (m):","6"
"DC System Size (kW):","8.505"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","0"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","10","3","0","0","13.5","5.1","0","13.5","0","0"
"6","10","4","0","0","13","5.1","0","13","0","0"
"6","10","5","0","16","14","7.2","16","13.172","123.534","77.888"
"6","10","6","147","88","16.1","7.2","122.014","16.99","857.911","797.482"
"6","10","7","397","140","18","4.1","300.587","23.348","2100.626","2009.81"
"6","10","8","600","156","19","3.1","497.243","29.907","3469.426","3337.326"
"6","10","9","699","179","20.4","5.1","677.172","33.002","4726.584","4549.353"
"6","10","10","796","164","21.7","4.6","821.893","38.3","5619.544","5406.058"
"6","10","11","840","160","23","4.1","918.003","42.683","6150.64","5913.938"
"6","10","12","887","131","23.5","5.1","960.507","42.159","6455.729","6205.133"
"6","10","13","879","132","24","8.2","943.023","37.734","6480.518","6228.776"
"6","10","14","832","151","24","8.2","871.252","36.673","6012.392","5781.852"
"6","10","15","798","134","24","8.2","746.971","34.8","5182.623","4987.312"
"6","10","16","692","141","24","8.8","581.576","31.899","4050.073","3897.986"
"6","10","17","513","144","23","8.8","390.39","28.08","2705.465","2597.417"
"6","10","18","287","108","22.2","8.2","196.905","24.524","1333.337","1262.08"
"6","10","19","36","44","21","5.1","48.944","21.028","348.114","298.197"
"6","10","20","0","2","19","3.1","2","17.557","15.14","0"
"6","10","21","0","0","17.1","4.1","0","17.1","0","0"
"6","10","22","0","0","16.1","3.1","0","16.1","0","0"
"6","10","23","0","0","15.2","2","0","15.2","0","0"
"6","11","0","0","0","14.2","1","0","14.2","0","0"
"6","11","1","0","0","13.9","1.7","0","13.9","0","0"
"6","11","2","0","0","13.6","2.4","0","13.6","0","0"
"6","11","3","0","0","13.3","3.1","0","13.3","0","0"
"6","11","4","0","0","14","4.1","0","14","0","0"
"6","11","5","0","15","15","5.1","15","13.955","115.41","69.914"
"6","11","6","81","88","17.3","2.1","106.764","18.36","767.977","709.485"
"6","11","7","204","169","18","6.2","251.555","21.353","1811.873","1728.719"
"6","11","8","272","238","19","5.1","392.734","25.737","2823.963","2712.352"
"6","11","9","258","316","20.5","5.1","499.911","29.542","3563.384","3428.15"
"6","11","10","172","417","21.2","4.6","559.19","32.2","3948.066","3799.598"
"6","11","11","119","456","22","4.1","563.418","33.836","3948.996","3800.495"
"6","11","12","81","441","19.9","6.2","516.783","28.431","3718.658","3578.16"
"6","11","13","60","370","18","6.2","425.394","24.873","3113.014","2992.453"
"6","11","14","8","302","19","4.1","308.931","25.156","2257.851","2162.709"
"6","11","15","1","184","19.4","5.1","184.769","22.215","1369.109","1296.997"
"6","11","16","0","144","19.2","4.6","144","21.145","1072.341","1007.151"
"6","11","17","0","96","19","4.1","96","19.951","718.837","661.388"
"6","11","18","0","49","18","3.1","49","17.79","370.545","320.19"
"6","11","19","0","12","17","2.1","12","15.585","91.655","46.597"
"6","11","20","0","1","16","2.1","1","14.13","7.688","0"
"6","11","21","0","0","15.5","0","0","15.5","0","0"
"6","11","22","0","0","15","3.1","0","15","0","0"
"6","11","23","0","0","15","1","0","15","0","0"
"6","12","0","0","0","14.2","2.1","0","14.2","0","0"
"6","12","1","0","0","14.1","2.1","0","14.1","0","0"
"6","12","2","0","0","14","2.1","0","14","0","0"
"6","12","3","0","0","13.9","2.1","0","13.9","0","0"
"6","12","4","0","0","14","1","0","14","0","0"
"6","12","5","0","4","14","0","4","10.155","31.298","0"
"6","12","6","0","30","14.6","0","30","11.948","232.89","185.192"
"6","12","7","0","107","15.8","0.5","107","17.247","811.147","751.729"
"6","12","8","16","215","17","1","224.103","22.537","1655.825","1576.66"
"6","12","9","63","317","17.5","3.1","361.913","25.066","2642.572","2536.39"
"6","12","10","119","402","19","2.1","500.392","31.567","3544.557","3409.954"
"6","12","11","182","454","20.3","3.6","618.329","33.773","4334.843","4172.417"
"6","12","12","261","456","21.6","5.1","700.287","34.843","4884.214","4700.835"
"6","12","13","468","375","21","5.1","807.321","36.406","5586.224","5374.153"
"6","12","14","603","288","24","2.1","810.88","45.492","5352.62","5150.336"
"6","12","15","717","173","25.4","5.1","725.04","39.447","4917.753","4733.053"
"6","12","16","563","193","26","6.2","552.643","35.432","3792.046","3649.023"
"6","12","17","387","169","22","8.2","355.808","26.785","2499.031","2397.043"
"6","12","18","161","121","19.6","4.1","171.298","22.642","1204.916","1136.68"
"6","12","19","0","43","19","6.2","43","18.834","323.63","274.189"
"6","12","20","0","2","17","3.1","2","15.494","15.282","0"
"6","12","21","0","0","16.5","2.1","0","16.5","0","0"
"6","12","22","0","0","16","1","0","16","0","0"
"6","12","23","0","0","15","1","0","15","0","0"
"6","13","0","0","0","14.6","1","0","14.6","0","0"
"6","13","1","0","0","13.9","1.4","0","13.9","0","0"
"6","13","2","0","0","13.3","1.7","0","13.3","0","0"
"6","13","3","0","0","12.6","2.1","0","12.6","0","0"
"6","13","4","0","0","13","2.1","0","13","0","0"
"6","13","5","0","16","14","2.1","16","12.458","123.928","78.274"
"6","13","6","178","81","15.9","1","122.285","17.623","843.228","783.117"
"6","13","7","385","143","19","1","298.852","26.992","2055.895","1966.29"
"6","13","8","616","144","21","2.1","494.468","33.2","3392.836","3263.263"
"6","13","9","735","147","22.3","1","671.004","42.976","4453.155","4286.328"
"6","13","10","788","159","23","3.1","810.604","41.828","5444.349","5238.251"
"6","13","11","812","168","24","5.1","901.312","41.377","6079.401","5845.885"
"6","13","12","786","195","22.4","7.2","930.925","37.055","6420.512","6171.541"
"6","13","13","799","181","24","7.2","919.476","38.525","6294.112","6050.928"
"6","13","14","804","159","23","7.2","856.703","36.514","5917.144","5690.8"
"6","13","15","776","139","23.5","5.1","737.109","37.831","5038.881","4849.367"
"6","13","16","609","170","23","6.2","559.629","32.524","3891.858","3745.364"
"6","13","17","326","191","22","6.2","348.729","27.657","2450.705","2350.11"
"6","13","18","99","116","21","7.2","147.05","22.697","1049.275","984.606"
"6","13","19","0","40","20","5.1","40","19.756","299.783","250.804"
"6","13","20","0","2","20","5.1","2","18.845","15.052","0"
"6","13","21","0","0","19.1","3.1","0","19.1","0","0"
"6","13","22","0","0","18.2","2.8","0","18.2","0","0"
"6","13","23","0","0","17.3","2.4","0","17.3","0","0"
"6","14","0","0","0","16.4","2.1","0","16.4","0","0"
"6","14","1","0","0","15.8","2.1","0","15.8","0","0"
"6","14","2","0","0","15.2","2.1","0","15.2","0","0"
"6","14","3","0","0","14.6","2.1","0","14.6","0","0"
"6","14","4","0","0","14","2.1","0","14","0","0"
"6","14","5","0","12","15","3.1","12","13.584","92.481","47.408"
"6","14","6","89","70","16.2","4.1","90.643","16.707","647.561","591.607"
"6","14","7","88","170","19","6.2","205.619","21.551","1502.652","1427.3"
"6","14","8","62","270","20","4.1","305.27","25.635","2217.359","2123.341"
"6","14","9","57","323","20.6","5.1","363.635","26.882","2632.835","2526.941"
"6","14","10","77","378","22","3.1","441.674","31.763","3126.246","3005.267"
"6","14","11","78","422","22","3.1","492.452","33.117","3463.962","3332.044"
"6","14","12","96","426","22.6","3.1","515.911","34.371","3606.984","3470.282"
"6","14","13","94","419","22","3.1","505.921","33.602","3550.405","3415.606"
"6","14","14","77","400","20.7","4.6","466.867","29.836","3336.214","3208.492"
"6","14","15","73","344","19.5","6.2","400.323","25.896","2913.029","2798.698"
"6","14","16","32","293","19","4.1","313.503","25.204","2287.794","2191.817"
"6","14","17","23","200","18","7.2","211.153","20.634","1571.18","1494.135"
"6","14","18","4","107","19.3","4.1","108.259","20.665","806.431","747.115"
"6","14","19","0","32","18","4.1","32","17.453","242.36","194.481"
"6","14","20","0","2","17","4.1","2","15.614","15.274","0"
"6","14","21","0","0","16.7","3.1","0","16.7","0","0"
"6","14","22","0","0","16","2.1","0","16","0","0"
"6","14","23","0","0","16","3.1","0","16","0","0"
"6","15","0","0","0","14.9","1","0","14.9","0","0"
"6","15","1","0","0","14.6","1.4","0","14.6","0","0"
"6","15","2","0","0","14.3","1.7","0","14.3","0","0"
"6","15","3","0","0","14","2.1","0","14","0","0"
"6","15","4","0","0","14","2.1","0","14","0","0"
"6","15","5","0","16","13","3.1","16","11.641","124.377","78.714"
"6","15","6","175","81","16.5","0","121.579","18.749","834.972","775.04"
"6","15","7","380","144","19","0.7","297.761","27.584","2043.586","1954.313"
"6","15","8","599","149","21.6","1.4","489.674","35.08","3330.488","3202.953"
"6","15","9","719","154","24.1","2.1","666.497","41.147","4465.331","4298.047"
"6","15","10","770","163","23","6.2","799.728","36.556","5515.988","5306.885"
"6","15","11","780","172","24","5.1","876.597","40.893","5927.378","5700.586"
"6","15","12","620","310","23.8","5.1","890.825","41.079","6021.237","5790.306"
"6","15","13","713","235","25","5.1","894.594","42.379","6005.688","5775.445"
"6","15","14","737","198","28","4.1","838.436","46.086","5516.278","5307.163"
"6","15","15","737","164","29","7.2","733.169","40.576","4944.701","4758.935"
"6","15","16","669","151","29","7.2","580.234","38.064","3923.488","3775.885"
"6","15","17","513","146","28","6.2","395.266","34.582","2658.08","2551.44"
"6","15","18","294","110","27","7.2","202.868","29.727","1342.521","1271.045"
"6","15","19","46","46","25","6.2","52.609","25.143","363.592","313.372"
"6","15","20","0","3","24","4.1","3","22.838","22.166","0"
"6","15","21","0","0","21.8","4.1","0","21.8","0","0"
"6","15","22","0","0","20.4","3.1","0","20.4","0","0"
"6","15","23","0","0","19","2.1","0","19","0","0"
"6","16","0","0","0","17.8","3.1","0","17.8","0","0"
"6","16","1","0","0","17","2.4","0","17","0","0"
"6","16","2","0","0","16.1","1.7","0","16.1","0","0"
"6","16","3","0","0","15.3","1","0","15.3","0","0"
"6","16","4","0","0","15","2.1","0","15","0","0"
"6","16","5","0","15","15","2.1","15","13.459","115.666","70.165"
"6","16","6","89","70","16.7","1","90.623","17.384","645.41","589.5"
"6","16","7","212","174","19.8","2.6","259.74","24.91","1839.624","1755.75"
"6","16","8","472","197","23","4.1","465.349","32.176","3223.739","3099.652"
"6","16","9","638","203","24.1","3.1","657.66","39.011","4457.937","4290.93"
"6","16","10","592","259","25","4.1","748.494","40.851","5054.99","4864.83"
"6","16","11","319","429","24","5.1","717.178","37.788","4928.126","4743.016"
"6","16","12","85","435","24.9","5.1","514.646","34.788","3590.802","3454.646"
"6","16","13","96","420","25","5.1","508.844","34.462","3555.882","3420.9"
"6","16","14","78","402","26","6.2","469.821","33.741","3294.281","3167.921"
"6","16","15","74","345","24.6","7.2","402.2","30.512","2862.932","2750.135"
"6","16","16","258","295","24","7.2","460.748","30.758","3255.017","3129.926"
"6","16","17","408","164","24","4.1","362.631","31.398","2489.917","2388.193"
"6","16","18","295","106","22.7","4.1","199.484","26.403","1339.307","1267.907"
"6","16","19","29","48","21","4.1","52.197","21.145","375.227","324.78"
"6","16","20","0","3","20","4.1","3","18.739","22.589","0"
"6","16","21","0","0","18.8","2.1","0","18.8","0","0"
"6","16","22","0","0","17.8","1.7","0","17.8","0","0"
"6","16","23","0","0","16.8","1.4","0","16.8","0","0"
"6","17","0","0","0","15.8","1","0","15.8","0","0"
"6","17","1","0","0","14.9","1.7","0","14.9","0","0"
"6","17","2","0","0","14","2.4","0","14","0","0"
"6","17","3","0","0","13.1","3.1","0","13.1","0","0"
"6","17","4","0","0","13","2.1","0","13","0","0"
"6","17","5","0","16","14","2.1","16","12.462","123.925","78.272"
"6","17","6","176","81","16.2","3.1","121.741","17.505","840.442","780.392"
"6","17","7","347","149","19","3.1","289.243","24.605","2019.473","1930.847"
"6","17","8","435","192","21","2.1","439.198","31.754","3050.182","2931.597"
"6","17","9","233","326","21.5","2.1","491.994","34.058","3432.043","3301.18"
"6","17","10","146","429","22","5.1","549.702","32.17","3882.125","3735.972"
"6","17","11","141","430","22","4.1","557.377","33.691","3909.292","3762.187"
"6","17","12","91","426","20.9","5.1","511.282","30.424","3644.004","3506.05"
"6","17","13","92","418","20","4.1","503.171","30.481","3585.112","3449.148"
"6","17","14","51","420","21","2.1","464.369","33.053","3267.359","3141.869"
"6","17","15","49","362","21","2.4","399.907","30.851","2842.847","2730.662"
"6","17","16","31","293","21","2.8","312.94","28.11","2252.594","2157.599"
"6","17","17","18","202","21","3.1","210.779","25.249","1536.155","1459.978"
"6","17","18","7","107","20.3","5.1","109.225","21.508","809.349","749.97"
"6","17","19","0","29","20","3.1","29","19.387","217.711","170.3"
"6","17","20","0","1","19","1","1","16.851","7.594","0"
"6","17","21","0","0","18.6","3.1","0","18.6","0","0"
"6","17","22","0","0","18","2.1","0","18","0","0"
"6","17","23","0","0","18","2.1","0","18","0","0"
"6","18","0","0","0","18.2","0","0","18.2","0","0"
"6","18","1","0","0","18","0.3","0","18","0","0"
"6","18","2","0","0","17.9","0.7","0","17.9","0","0"
"6","18","3","0","0","17.7","1","0","17.7","0","0"
"6","18","4","0","0","17","2.1","0","17","0","0"
"6","18","5","0","9","17.6","1.5","9","15.759","68.688","24.051"
"6","18","6","0","65","18.2","1","65","18.042","490.978","438.23"
"6","18","7","236","151","20","1","246.3","26.064","1724.829","1643.914"
"6","18","8","524","169","22","1","466.601","35.676","3170.277","3047.9"
"6","18","9","707","156","23.6","2.1","659.49","40.418","4434.851","4268.708"
"6","18","10","813","133","25","4.1","804.99","42.018","5400.737","5196.457"
"6","18","11","866","118","25","6.2","900.294","40.467","6100.309","5865.861"
"6","18","12","895","106","24.8","6.2","944.862","41.143","6383.653","6136.377"
"6","18","13","831","162","25","6.2","931.547","41.172","6292.071","6048.979"
"6","18","14","812","155","24","7.2","861.787","37.619","5919.899","5693.436"
"6","18","15","777","139","23.6","7.2","740.553","35.236","5129.066","4935.925"
"6","18","16","627","165","24","7.2","568.747","32.81","3950.433","3801.881"
"6","18","17","291","199","22","7.2","341.166","27.01","2411.999","2312.511"
"6","18","18","13","106","21.7","5.1","110.143","23.159","807.687","748.344"
"6","18","19","0","45","21","6.2","45","20.823","335.605","285.932"
"6","18","20","0","3","20","5.1","3","18.872","22.575","0"
"6","18","21","0","0","18.8","3.1","0","18.8","0","0"
"6","18","22","0","0","18.3","2.1","0","18.3","0","0"
"6","18","23","0","0","17.9","1","0","17.9","0","0"
"6","19","0","0","0","17.4","0","0","17.4","0","0"
"6","19","1","0","0","17","1.4","0","17","0","0"
"6","19","2","0","0","16.6","2.7","0","16.6","0","0"
"6","19","3","0","0","16.2","4.1","0","16.2","0","0"
"6","19","4","0","0","17","3.1","0","17","0","0"
"6","19","5","0","9","18","3.1","9","16.582","68.433","23.801"
"6","19","6","0","30","18.5","3.1","30","17.617","227.043","179.456"
"6","19","7","5","132","20","5.1","134.017","21.393","995.392","931.933"
"6","19","8","94","247","21","4.1","300.35","26.391","2169.071","2076.385"
"6","19","9","230","326","21.4","5.1","489.72","30.111","3482.426","3349.896"
"6","19","10","145","429","22","7.2","548.819","30.208","3912.876","3765.646"
"6","19","11","139","429","22","7.2","554.553","30.36","3952.97","3804.329"
"6","19","12","90","425","21.8","8.2","509.361","28.826","3658.309","3519.87"
"6","19","13","91","418","21","8.2","502.292","27.872","3623.901","3486.629"
"6","19","14","50","420","22","8.8","463.541","28.024","3341.669","3213.769"
"6","19","15","49","362","21.2","8.2","399.962","26.54","2902.5","2788.493"
"6","19","16","31","293","21","8.2","312.983","25.011","2286.22","2190.287"
"6","19","17","18","203","20.8","8.5","211.807","23.194","1558.617","1481.884"
"6","19","18","7","108","20.7","8.7","110.237","21.542","816.752","757.213"
"6","19","19","0","34","20.3","8","34","19.967","254.569","206.458"
"6","19","20","0","2","20","7.2","2","19.057","15.037","0"
"6","19","21","0","0","20","6.2","0","20","0","0"
"6","19","22","0","0","20","6.2","0","20","0","0"
"6","19","23","0","0","20","7.2","0","20","0","0"
"6","20","0","0","0","20.1","8.2","0","20.1","0","0"
"6","20","1","0","0","20","8.4","0","20","0","0"
"6","20","2","0","0","20","8.5","0","20","0","0"
"6","20","3","0","0","19.9","8.7","0","19.9","0","0"
"6","20","4","0","0","20","8.8","0","20","0","0"
"6","20","5","0","4","20","8.2","4","19.134","30.064","0"
"6","20","6","0","30","19.8","5.1","30","19.127","225.486","177.928"
"6","20","7","0","106","20","3.1","106","21.032","789.777","730.818"
"6","20","8","29","205","21","2.1","221.446","25.498","1611.765","1533.708"
"6","20","9","53","321","21.2","3.1","358.707","28.693","2575.004","2470.808"
"6","20","10","50","394","21","4.1","435.303","29.732","3112.057","2991.526"
"6","20","11","51","441","22","6.2","487.059","29.886","3480.311","3347.851"
"6","20","12","91","424","23.2","5.1","509.301","32.603","3591.739","3455.552"
"6","20","13","91","418","20.6","4.1","502.309","31.056","3569.052","3433.628"
"6","20","14","51","421","18","3.1","465.43","28.667","3344.997","3216.989"
"6","20","15","49","362","20.3","2.1","399.986","30.592","2847.001","2734.689"
"6","20","16","89","300","21","2.1","357.424","29.987","2544.909","2441.591"
"6","20","17","102","218","21","1.5","267.979","28.266","1909.282","1823.584"
"6","20","18","59","132","21.1","1","150.895","25.156","1080.915","1015.53"
"6","20","19","4","47","20","3.1","47.592","19.94","354.507","304.465"
"6","20","20","0","3","19","1","3","17.017","22.766","0"
"6","20","21","0","0","18.9","3.1","0","18.9","0","0"
"6","20","22","0","0","18","2.1","0","18","0","0"
"6","20","23","0","0","16","2.1","0","16","0","0"
"6","21","0","0","0","16.1","1","0","16.1","0","0"
"6","21","1","0","0","15.3","1.7","0","15.3","0","0"
"6","21","2","0","0","14.6","2.4","0","14.6","0","0"
"6","21","3","0","0","13.8","3.1","0","13.8","0","0"
"6","21","4","0","0","13","2.1","0","13","0","0"
"6","21","5","0","11","14","1","11","11.869","85.423","40.479"
"6","21","6","0","65","15.6","2.1","65","15.471","496.722","443.858"
"6","21","7","42","166","18","2.1","182.899","21.295","1348.696","1277.073"
"6","21","8","141","256","21","2.1","335.888","28.748","2393.51","2294.549"
"6","21","9","196","355","22.8","2.1","494.358","35.094","3433.059","3302.162"
"6","21","10","251","346","23","4.1","553.263","34.49","3860.971","3715.556"
"6","21","11","123","450","23","3.1","561.063","35.94","3891.89","3745.395"
"6","21","12","80","441","23.6","5.1","515.989","33.253","3627.427","3490.035"
"6","21","13","270","389","24","5.1","639.188","35.941","4433.598","4267.502"
"6","21","14","322","403","24","5.1","683.615","36.98","4714.866","4538.087"
"6","21","15","472","281","22.8","5.1","647.119","35.142","4491.432","4323.168"
"6","21","16","270","287","22","4.1","461.356","31.856","3241.43","3116.776"
"6","21","17","119","212","22","3.1","270.383","28.022","1925.447","1839.323"
"6","21","18","3","110","20.8","3.1","110.963","22.575","819.737","760.134"
"6","21","19","0","30","20","3.1","30","19.415","225.189","177.636"
"6","21","20","0","2","20","3.1","2","18.533","15.073","0"
"6","21","21","0","0","20.1","3.1","0","20.1","0","0"
"6","21","22","0","0","20","4.1","0","20","0","0"
"6","21","23","0","0","20","5.1","0","20","0","0"
"6","22","0","0","0","18.8","4.1","0","18.8","0","0"
"6","22","1","0","0","18.4","3.8","0","18.4","0","0"
"6","22","2","0","0","18.1","3.4","0","18.1","0","0"
"6","22","3","0","0","17.7","3.1","0","17.7","0","0"
"6","22","4","0","0","19","3.1","0","19","0","0"
"6","22","5","0","10","19","3.1","10","17.628","75.677","30.912"
"6","22","6","53","76","19.7","2.1","88.143","20.292","634.694","579.007"
"6","22","7","132","165","21","3.1","218.028","24.86","1557.423","1480.72"
"6","22","8","178","259","23","2.1","359.749","31.485","2526.131","2423.359"
"6","22","9","206","346","24","3.1","492.368","34.914","3421.615","3291.096"
"6","22","10","260","383","25","3.1","597.601","38.608","4086.109","3932.734"
"6","22","11","222","469","26","7.2","669.407","36.279","4635.099","4461.385"
"6","22","12","277","443","25.8","8.2","702.632","35.806","4877.296","4694.19"
"6","22","13","469","377","25","7.2","811.634","37.61","5582.641","5370.723"
"6","22","14","605","288","26","5.1","815.399","41.766","5487.21","5279.317"
"6","22","15","721","172","26.7","7.2","731.544","38.191","4994.746","4806.993"
"6","22","16","537","205","25","8.8","552.039","32.489","3847.57","3702.622"
"6","22","17","299","199","25","7.2","345.862","30.114","2409.06","2309.657"
"6","22","18","107","120","24.3","6.2","154.401","26.37","1082.58","1017.156"
"6","22","19","8","49","23","7.2","50.194","22.992","366.899","316.614"
"6","22","20","0","3","21","5.1","3","19.9","22.469","0"
"6","22","21","0","0","19.3","5.1","0","19.3","0","0"
"6","22","22","0","0","18.3","4.8","0","18.3","0","0"
"6","22","23","0","0","17.2","4.4","0","17.2","0","0"
"6","23","0","0","0","16.2","4.1","0","16.2","0","0"
"6","23","1","0","0","15.8","3.8","0","15.8","0","0"
"6","23","2","0","0","15.4","3.4","0","15.4","0","0"
"6","23","3","0","0","15","3.1","0","15","0","0"
"6","23","4","0","0","15","3.1","0","15","0","0"
"6","23","5","0","15","17","2.1","15","15.51","114.608","69.127"
"6","23","6","172","80","18.9","3.1","119.285","20.19","813.329","753.864"
"6","23","7","385","141","21","4.1","295.397","26.255","2036.506","1947.423"
"6","23","8","612","143","22","1","489.005","36.558","3298.391","3171.898"
"6","23","9","736","145","22.8","3.1","667.552","38.007","4542.086","4371.91"
"6","23","10","796","153","24","5.1","809.681","39.42","5504.463","5295.845"
"6","23","11","832","155","24","7.2","905.86","38.187","6209.154","5969.819"
"6","23","12","841","160","24.1","7.2","948.185","39.051","6474.432","6222.971"
"6","23","13","835","160","24","8.2","933.868","37.59","6422.743","6173.669"
"6","23","14","820","151","25","8.2","865.995","37.604","5949.427","5721.666"
"6","23","15","787","135","24.8","7.2","746.031","36.543","5134.044","4940.702"
"6","23","16","681","143","24","6.2","583.396","33.957","4027.121","3875.853"
"6","23","17","566","118","23","7.2","396.285","28.912","2731.511","2622.685"
"6","23","18","315","105","22.2","7.2","206.434","24.904","1393.718","1321.015"
"6","23","19","47","49","22","6.2","56.04","22.152","393.522","342.715"
"6","23","20","0","3","21","3.1","3","19.651","22.495","0"
"6","23","21","0","0","20.4","3.1","0","20.4","0","0"
"6","23","22","0","0","20.4","3.4","0","20.4","0","0"
"6","23","23","0","0","20.3","3.8","0","20.3","0","0"
"6","24","0","0","0","20.3","4.1","0","20.3","0","0"
"6","24","1","0","0","19.3","3.4","0","19.3","0","0"
"6","24","2","0","0","18.4","2.8","0","18.4","0","0"
"6","24","3","0","0","17.4","2.1","0","17.4","0","0"
"6","24","4","0","0","20","3.1","0","20","0","0"
"6","24","5","0","15","20","3.1","15","18.777","112.924","67.473"
"6","24","6","169","80","22.6","3.1","118.467","23.946","794.557","735.496"
"6","24","7","411","128","25","4.1","292.511","30.236","1969.904","1882.602"
"6","24","8","597","147","27","2.1","484.111","38.883","3228.576","3104.334"
"6","24","9","769","115","28","2.1","660.528","44.808","4338.856","4176.281"
"6","24","10","807","135","28","3.1","800.388","46.466","5247.525","5049.567"
"6","24","11","849","128","31","6.2","893.945","46.425","5874.321","5649.852"
"6","24","12","827","149","31.6","6.2","923.948","47.656","6035.701","5804.128"
"6","24","13","863","122","33","6.2","921.834","49.076","5976.034","5747.101"
"6","24","14","854","114","33","8.2","858.781","45.621","5663.122","5447.777"
"6","24","15","827","100","32.5","6.2","742.324","45.44","4881.301","4698.038"
"6","24","16","731","110","33","5.1","583.005","44.349","3815.117","3671.296"
"6","24","17","568","117","33","6.2","396.51","39.706","2591.677","2486.992"
"6","24","18","279","118","31.5","5.1","207.962","35.138","1350.18","1278.521"
"6","24","19","42","51","30","5.1","57.307","30.406","389.722","338.989"
"6","24","20","0","3","27","3.1","3","25.831","21.857","0"
"6","24","21","0","0","25.8","3.2","0","25.8","0","0"
"6","24","22","0","0","25.5","2.9","0","25.5","0","0"
"6","24","23","0","0","24.9","3.1","0","24.9","0","0"
"6","25","0","0","0","24.1","3.3","0","24.1","0","0"
"6","25","1","0","0","23.3","3.3","0","23.3","0","0"
"6","25","2","0","0","22.6","3.2","0","22.6","0","0"
"6","25","3","0","0","21.8","3.1","0","21.8","0","0"
"6","25","4","0","0","21.9","4.1","0","21.9","0","0"
"6","25","5","0","15","22","5.1","15","21.076","111.738","66.31"
"6","25","6","169","79","23.4","5.1","117.323","24.508","783.995","725.16"
"6","25","7","376","142","25","7.2","292.192","28.817","1990.801","1902.942"
"6","25","8","592","149","26","5.1","482.844","34.631","3289.131","3162.938"
"6","25","9","711","155","28","5.1","658.929","40.314","4432.171","4266.128"
"6","25","10","777","163","29","4.1","803.263","45.921","5281.932","5082.563"
"6","25","11","816","164","30","4.1","899.891","49.128","5830.094","5607.552"
"6","25","12","881","114","30.7","4.1","939.388","50.784","6035.479","5803.917"
"6","25","13","819","169","30","7.2","928.034","44.75","6154.356","5917.488"
"6","25","14","800","162","29","6.2","859.781","43.974","5718.954","5501.217"
"6","25","15","769","144","28.5","6.2","741.455","41.366","4980.796","4793.599"
"6","25","16","655","153","29","5.1","577.033","40.171","3863.58","3718.073"
"6","25","17","511","134","28","5.1","385.642","35.25","2585.561","2481.056"
"6","25","18","230","122","27.3","3.1","196.243","31.474","1309.172","1238.489"
"6","25","19","30","50","25","2.1","54.515","25.442","384.158","333.535"
"6","25","20","0","3","24","2.1","3","22.571","22.193","0"
"6","25","21","0","0","22.4","2.1","0","22.4","0","0"
"6","25","22","0","0","22","1","0","22","0","0"
"6","25","23","0","0","21","1","0","21","0","0"
"6","26","0","0","0","19.6","1","0","19.6","0","0"
"6","26","1","0","0","19.2","1.4","0","19.2","0","0"
"6","26","2","0","0","18.9","1.7","0","18.9","0","0"
"6","26","3","0","0","18.5","2.1","0","18.5","0","0"
"6","26","4","0","0","19","1","0","19","0","0"
"6","26","5","0","13","19","1","13","17.113","98.611","53.424"
"6","26","6","50","75","21.5","2.1","86.292","22.098","616.97","561.651"
"6","26","7","206","160","23.7","3.1","242.103","28.161","1684.944","1605.043"
"6","26","8","406","204","26","4.1","432.627","34.461","2966.68","2850.696"
"6","26","9","609","189","27.6","3.1","620.215","41.559","4148.713","3993.085"
"6","26","10","653","217","29","2.1","754.728","48.46","4898.577","4714.633"
"6","26","11","685","229","30","4.1","846.487","47.96","5518.595","5309.382"
"6","26","12","698","234","29.8","4.1","887.783","48.766","5765.908","5546.147"
"6","26","13","625","267","30","3.1","846.195","49.919","5461.859","5255.029"
"6","26","14","501","312","29","4.1","749.02","45.159","4953.91","4767.779"
"6","26","15","366","319","28","5.1","603.42","39.67","4097.158","3943.386"
"6","26","16","222","289","27","6.2","432.774","34.238","3008.455","2891.173"
"6","26","17","102","209","26","2.1","259.259","32.57","1808.783","1725.709"
"6","26","18","9","110","25.4","1","112.908","28.29","809.792","750.404"
"6","26","19","0","31","25","2.1","31","24.544","227.229","179.638"
"6","26","20","0","2","24","1","2","22.103","14.828","0"
"6","26","21","0","0","23.4","2.1","0","23.4","0","0"
"6","26","22","0","0","23","3.1","0","23","0","0"
"6","26","23","0","0","23","2.1","0","23","0","0"
"6","27","0","0","0","22.2","2.1","0","22.2","0","0"
"6","27","1","0","0","21.6","1.7","0","21.6","0","0"
"6","27","2","0","0","21","1.4","0","21","0","0"
"6","27","3","0","0","20.4","1","0","20.4","0","0"
"6","27","4","0","0","20","3.1","0","20","0","0"
"6","27","5","0","15","20","2.1","15","18.592","113.019","67.567"
"6","27","6","148","82","22.4","1","115.275","24.06","779.919","721.171"
"6","27","7","403","128","26","2.1","288.235","32.344","1920.9","1834.896"
